team,season,week,plays,passes,neutralPlays,neutralPasses
CIN,2019,16,87,61,3,2
PHI,2019,16,70,41,51,33
DAL,2019,16,62,46,32,20
DET,2019,16,49,28,35,17
DEN,2019,16,65,34,39,22
GB,2019,16,73,44,61,39
MIN,2019,16,53,37,38,23
TB,2019,16,72,51,27,18
HOU,2019,16,62,37,38,22
ATL,2019,16,70,46,10,7
JAX,2019,16,59,36,0,0
CHI,2019,16,58,36,12,4
KC,2019,16,62,34,21,12
LA,2019,16,70,46,59,39
SF,2019,16,54,33,22,13
TEN,2019,16,58,32,22,10
NO,2019,16,63,43,26,14
NYG,2019,16,69,43,35,23
WAS,2019,16,67,41,31,14
LAC,2019,16,55,40,29,17
LV,2019,16,62,33,45,28
NYJ,2019,16,59,28,38,20
PIT,2019,16,66,41,28,15
LA,2019,17,78,46,56,35
ARI,2019,17,60,43,27,19
ATL,2019,17,86,57,53,33
TB,2019,17,47,25,21,10
MIN,2019,17,47,21,19,7
CHI,2019,17,75,41,43,24
CLE,2019,17,53,33,24,14
CIN,2019,17,65,29,49,26
DET,2019,17,56,31,33,18
GB,2019,17,85,56,26,14
IND,2019,17,55,28,43,18
JAX,2019,17,64,43,48,37
LAC,2019,17,74,49,43,28
KC,2019,17,46,25,33,21
MIA,2019,17,68,46,47,27
NE,2019,17,57,30,29,14
NO,2019,17,63,32,22,9
CAR,2019,17,69,51,6,4
NYJ,2019,17,63,38,46,29
BUF,2019,17,60,40,44,26
DEN,2019,17,56,30,39,25
LV,2019,17,70,48,38,20
PHI,2019,17,72,41,57,33
NYG,2019,17,72,51,44,30
BAL,2019,17,68,24,47,19
PIT,2019,17,49,27,27,15
SEA,2019,17,70,40,9,5
SF,2019,17,49,25,22,11
HOU,2019,17,65,40,31,19
TEN,2019,17,57,21,44,19
DAL,2019,17,71,36,31,16
WAS,2019,17,59,39,19,14
SF,2020,1,61,36,40,21
ARI,2020,1,75,41,52,30
CHI,2020,1,65,37,38,20
DET,2020,1,71,42,38,23
CLE,2020,1,67,41,23,14
BAL,2020,1,57,28,25,9
LA,2020,1,71,32,57,27
DAL,2020,1,69,42,48,28
GB,2020,1,74,44,42,26
MIN,2020,1,51,27,13,4
HOU,2020,1,58,37,26,17
KC,2020,1,67,33,38,22
IND,2020,1,69,47,51,32
JAX,2020,1,46,24,37,19
CIN,2020,1,66,38,45,24
LAC,2020,1,70,32,54,27
LV,2020,1,61,30,44,23
CAR,2020,1,66,36,39,25
MIA,2020,1,58,31,32,18
NE,2020,1,62,21,38,15
NYJ,2020,1,51,36,9,6
BUF,2020,1,79,49,19,11
WAS,2020,1,67,34,12,7
PHI,2020,1,67,50,32,23
NYG,2020,1,64,45,47,30
PIT,2020,1,63,34,47,29
ATL,2020,1,78,57,32,22
SEA,2020,1,57,38,35,24
NO,2020,1,65,32,35,19
TB,2020,1,66,40,26,9
TEN,2020,1,78,44,58,32
DEN,2020,1,59,33,39,22
ATL,2020,2,73,39,19,10
DAL,2020,2,81,49,10,5
HOU,2020,2,56,39,13,7
BAL,2020,2,62,28,26,16
BUF,2020,2,57,36,41,25
MIA,2020,2,72,50,44,30
TB,2020,2,57,35,14,10
CAR,2020,2,71,47,9,5
CIN,2020,2,87,63,23,13
CLE,2020,2,56,23,28,14
DEN,2020,2,73,47,28,16
PIT,2020,2,62,42,26,18
DET,2020,2,58,37,35,19
GB,2020,2,65,31,23,13
TEN,2020,2,57,25,40,17
JAX,2020,2,74,47,21,11
LAC,2020,2,78,34,36,15
KC,2020,2,71,49,22,13
PHI,2020,2,70,43,23,14
LA,2020,2,64,28,34,17
MIN,2020,2,47,28,21,11
IND,2020,2,64,27,33,13
SEA,2020,2,60,30,45,22
NE,2020,2,70,45,41,25
NO,2020,2,57,38,36,22
LV,2020,2,76,41,31,16
CHI,2020,2,64,32,15,6
NYG,2020,2,60,42,3,2
SF,2020,2,57,30,18,9
NYJ,2020,2,61,33,18,8
WAS,2020,2,62,38,11,7
ARI,2020,2,73,41,22,12
CAR,2020,3,51,30,31,16
LAC,2020,3,74,51,19,8
CHI,2020,3,76,54,28,17
ATL,2020,3,64,40,37,22
CIN,2020,3,69,52,45,32
PHI,2020,3,86,50,53,30
SEA,2020,3,70,45,39,24
DAL,2020,3,80,60,32,22
DET,2020,3,62,35,40,20
ARI,2020,3,63,36,55,31
NO,2020,3,57,37,45,26
GB,2020,3,58,33,41,24
HOU,2020,3,47,32,39,24
PIT,2020,3,73,39,40,24
BAL,2020,3,52,32,16,10
KC,2020,3,73,42,28,20
BUF,2020,3,58,37,21,10
LA,2020,3,67,35,16,9
NE,2020,3,65,30,48,23
LV,2020,3,56,34,28,13
MIA,2020,3,56,21,29,11
JAX,2020,3,63,46,4,3
NYJ,2020,3,60,31,23,12
IND,2020,3,54,25,16,6
SF,2020,3,71,39,51,30
NYG,2020,3,49,34,19,11
DEN,2020,3,59,45,12,7
TB,2020,3,62,40,29,20
TEN,2020,3,72,40,24,13
MIN,2020,3,63,30,35,18
CLE,2020,3,62,25,40,21
WAS,2020,3,62,40,40,26
ARI,2020,4,55,32,8,4
CAR,2020,4,69,37,32,19
ATL,2020,4,68,43,25,13
GB,2020,4,59,34,27,16
WAS,2020,4,70,48,23,13
BAL,2020,4,54,24,24,12
BUF,2020,4,57,35,33,22
LV,2020,4,68,45,26,13
DAL,2020,4,82,62,22,13
CLE,2020,4,70,32,31,17
NYJ,2020,4,75,51,44,28
DEN,2020,4,58,31,39,21
CHI,2020,4,59,43,27,17
IND,2020,4,65,30,34,19
JAX,2020,4,63,43,38,23
CIN,2020,4,69,37,44,25
TB,2020,4,70,46,25,17
LAC,2020,4,49,27,33,19
HOU,2020,4,62,36,17,10
MIN,2020,4,63,25,46,19
KC,2020,4,52,30,40,26
NE,2020,4,74,39,50,26
DET,2020,4,57,35,22,13
NO,2020,4,66,27,24,12
NYG,2020,4,66,41,44,26
LA,2020,4,54,34,40,25
PHI,2020,4,60,32,47,26
SF,2020,4,70,50,36,22
MIA,2020,4,69,47,34,25
SEA,2020,4,59,36,37,25
NYJ,2020,5,64,36,28,11
ARI,2020,5,65,38,41,22
BUF,2020,5,69,48,33,22
TEN,2020,5,62,28,33,18
CAR,2020,5,62,36,38,26
ATL,2020,5,61,38,26,19
CIN,2020,5,65,37,10,6
BAL,2020,5,61,38,20,11
CLE,2020,5,72,39,49,31
IND,2020,5,51,34,18,12
JAX,2020,5,73,53,45,28
HOU,2020,5,58,36,44,29
LAC,2020,5,68,37,30,14
NO,2020,5,75,50,18,10
WAS,2020,5,52,38,18,10
LA,2020,5,64,31,23,14
KC,2020,5,67,47,50,33
LV,2020,5,65,32,37,21
SF,2020,5,59,40,10,6
MIA,2020,5,61,30,20,13
MIN,2020,5,84,42,34,16
SEA,2020,5,53,37,18,11
DAL,2020,5,64,35,29,19
NYG,2020,5,62,36,29,16
PHI,2020,5,58,42,28,18
PIT,2020,5,65,35,40,24
TB,2020,5,63,44,34,25
CHI,2020,5,58,45,24,19
ARI,2020,6,59,25,32,18
DAL,2020,6,84,57,14,8
MIN,2020,6,52,39,4,3
ATL,2020,6,78,42,17,6
PHI,2020,6,68,48,10,6
BAL,2020,6,65,30,20,9
CAR,2020,6,62,33,40,20
CHI,2020,6,60,38,43,27
IND,2020,6,59,45,19,12
CIN,2020,6,72,41,34,17
PIT,2020,6,58,25,10,6
CLE,2020,6,54,32,3,1
DEN,2020,6,60,26,31,15
NE,2020,6,56,31,13,5
JAX,2020,6,61,46,13,6
DET,2020,6,67,31,16,4
GB,2020,6,61,40,26,17
TB,2020,6,61,28,15,8
TEN,2020,6,71,44,44,26
HOU,2020,6,67,40,12,7
BUF,2020,6,50,27,39,20
KC,2020,6,71,27,51,21
SF,2020,6,68,33,22,11
LA,2020,6,57,38,8,6
NYJ,2020,6,69,47,16,10
MIA,2020,6,56,31,18,9
WAS,2020,6,70,46,18,7
NYG,2020,6,44,20,38,15
NYJ,2020,7,51,29,42,22
BUF,2020,7,70,45,41,31
NO,2020,7,65,37,51,31
CAR,2020,7,43,29,31,21
CHI,2020,7,61,44,28,18
LA,2020,7,66,34,46,29
CIN,2020,7,73,52,50,35
CLE,2020,7,49,28,34,17
WAS,2020,7,65,28,23,10
DAL,2020,7,54,28,14,7
ATL,2020,7,71,45,52,34
DET,2020,7,55,34,39,23
GB,2020,7,59,34,22,13
HOU,2020,7,64,42,9,5
JAX,2020,7,62,34,21,12
LAC,2020,7,74,45,46,28
DEN,2020,7,76,43,23,13
KC,2020,7,48,29,18,11
PHI,2020,7,73,47,59,38
NYG,2020,7,54,33,32,21
PIT,2020,7,73,49,35,22
TEN,2020,7,56,33,3,2
SEA,2020,7,82,52,41,26
ARI,2020,7,77,44,11,6
SF,2020,7,63,26,31,14
NE,2020,7,49,27,11,4
TB,2020,7,68,43,40,27
LV,2020,7,63,39,35,22
ATL,2020,8,66,32,40,22
CAR,2020,8,52,30,38,20
DAL,2020,8,78,43,46,23
PHI,2020,8,59,33,49,29
IND,2020,8,74,36,53,29
DET,2020,8,59,46,27,18
DEN,2020,8,57,42,23,16
LAC,2020,8,84,46,41,28
LA,2020,8,91,62,30,18
MIA,2020,8,47,23,17,10
LV,2020,8,69,25,50,22
CLE,2020,8,47,25,31,14
GB,2020,8,66,41,35,17
MIN,2020,8,49,15,36,14
NE,2020,8,62,28,30,16
BUF,2020,8,53,19,37,14
NO,2020,8,71,42,39,19
CHI,2020,8,69,46,39,23
KC,2020,8,67,47,21,18
NYJ,2020,8,55,30,11,7
BAL,2020,8,78,31,55,20
PIT,2020,8,50,34,33,20
SEA,2020,8,64,39,36,23
SF,2020,8,66,45,36,17
TB,2020,8,66,43,35,22
NYG,2020,8,69,46,45,28
CIN,2020,8,69,37,33,21
TEN,2020,8,61,32,15,7
IND,2020,9,63,42,38,23
BAL,2020,9,63,25,50,24
CAR,2020,9,75,51,45,30
KC,2020,9,57,46,32,25
TEN,2020,9,53,24,31,15
CHI,2020,9,75,55,22,12
ATL,2020,9,67,37,29,18
DEN,2020,9,71,49,5,3
DET,2020,9,73,46,14,7
MIN,2020,9,55,21,16,8
GB,2020,9,62,32,24,14
SF,2020,9,53,36,19,11
JAX,2020,9,68,41,43,24
HOU,2020,9,59,34,39,24
LAC,2020,9,75,43,40,21
LV,2020,9,50,24,35,17
MIA,2020,9,53,30,40,22
ARI,2020,9,64,27,50,24
NYJ,2020,9,44,26,40,22
NE,2020,9,74,34,28,14
TB,2020,9,45,41,9,7
NO,2020,9,68,36,21,13
NYG,2020,9,71,39,31,20
WAS,2020,9,50,41,4,3
PIT,2020,9,64,46,25,14
DAL,2020,9,70,39,44,21
BUF,2020,9,61,45,16,13
SEA,2020,9,63,46,3,3
BAL,2020,10,64,36,34,20
NE,2020,10,56,19,33,12
ARI,2020,10,71,35,46,22
BUF,2020,10,68,50,46,31
PIT,2020,10,67,47,26,19
CIN,2020,10,64,43,9,7
DEN,2020,10,69,50,43,28
LV,2020,10,64,25,50,23
CLE,2020,10,60,21,42,19
HOU,2020,10,53,32,43,23
TEN,2020,10,60,28,33,16
IND,2020,10,68,39,59,36
GB,2020,10,58,35,48,30
JAX,2020,10,61,38,40,23
LAC,2020,10,62,34,20,12
MIA,2020,10,55,26,28,14
MIN,2020,10,70,38,49,29
CHI,2020,10,49,32,36,22
NYG,2020,10,65,31,32,12
PHI,2020,10,65,41,17,10
LA,2020,10,67,40,51,32
SEA,2020,10,65,43,30,19
SF,2020,10,66,41,50,26
NO,2020,10,52,26,29,17
CAR,2020,10,48,32,31,20
TB,2020,10,74,40,44,26
WAS,2020,10,82,57,20,9
DET,2020,10,55,34,17,9
SEA,2020,11,61,31,45,24
ARI,2020,11,63,45,25,16
ATL,2020,11,59,45,35,25
NO,2020,11,62,26,37,20
WAS,2020,11,58,27,36,20
CIN,2020,11,66,48,51,36
DAL,2020,11,63,33,40,22
MIN,2020,11,61,32,38,19
CAR,2020,11,67,36,44,27
DET,2020,11,54,38,27,14
GB,2020,11,55,37,34,19
IND,2020,11,73,37,18,11
LV,2020,11,56,31,39,21
KC,2020,11,71,46,49,30
TB,2020,11,67,49,45,32
LA,2020,11,70,50,52,41
MIA,2020,11,61,44,33,20
DEN,2020,11,63,30,51,27
HOU,2020,11,56,37,43,31
NE,2020,11,65,42,31,15
LAC,2020,11,78,52,24,17
NYJ,2020,11,55,31,8,2
CLE,2020,11,63,24,45,20
PHI,2020,11,65,40,40,16
JAX,2020,11,56,39,27,16
PIT,2020,11,70,46,35,22
BAL,2020,11,64,31,40,16
TEN,2020,11,68,34,33,17
NE,2020,12,50,20,32,11
ARI,2020,12,70,36,49,29
BAL,2020,12,49,21,37,13
PIT,2020,12,70,51,49,38
CAR,2020,12,63,35,32,15
MIN,2020,12,70,47,35,19
GB,2020,12,66,29,23,11
CHI,2020,12,66,50,5,3
JAX,2020,12,61,36,44,24
CLE,2020,12,61,31,44,26
HOU,2020,12,47,28,36,21
DET,2020,12,77,48,27,11
KC,2020,12,71,52,11,9
TB,2020,12,54,42,8,5
LAC,2020,12,80,56,25,18
BUF,2020,12,57,28,17,8
ATL,2020,12,69,40,33,23
LV,2020,12,58,44,20,15
NYJ,2020,12,53,30,20,10
MIA,2020,12,66,43,29,23
DEN,2020,12,43,10,20,6
NO,2020,12,63,19,34,12
NYG,2020,12,78,38,59,32
CIN,2020,12,45,31,32,19
PHI,2020,12,66,51,15,11
SEA,2020,12,61,33,42,25
SF,2020,12,70,37,33,18
LA,2020,12,60,33,36,18
TEN,2020,12,65,23,35,13
IND,2020,12,68,47,25,14
WAS,2020,12,64,30,50,29
DAL,2020,12,57,39,39,24
BUF,2020,13,67,41,48,30
SF,2020,13,60,39,25,9
CIN,2020,13,50,33,31,17
MIA,2020,13,65,38,44,30
CLE,2020,13,69,34,16,10
TEN,2020,13,68,48,6,2
DAL,2020,13,77,49,44,25
BAL,2020,13,54,17,38,14
DEN,2020,13,62,29,48,22
KC,2020,13,62,41,45,32
CHI,2020,13,67,36,32,11
DET,2020,13,65,44,7,4
HOU,2020,13,62,43,37,25
IND,2020,13,64,38,46,33
JAX,2020,13,69,44,30,20
MIN,2020,13,85,47,25,14
ARI,2020,13,61,40,20,12
LA,2020,13,77,48,61,41
NYJ,2020,13,61,27,35,19
LV,2020,13,73,48,47,30
NE,2020,13,64,23,16,5
LAC,2020,13,70,55,14,8
ATL,2020,13,63,42,22,15
NO,2020,13,75,39,50,29
SEA,2020,13,70,48,44,28
NYG,2020,13,55,25,41,19
PHI,2020,13,59,34,25,12
GB,2020,13,58,36,24,16
PIT,2020,13,67,53,49,37
WAS,2020,13,70,49,24,17
NYG,2020,14,49,32,16,9
ARI,2020,14,76,36,29,15
ATL,2020,14,55,35,35,22
LAC,2020,14,71,45,54,33
CLE,2020,14,77,49,35,24
BAL,2020,14,57,24,31,11
CIN,2020,14,70,40,10,5
DAL,2020,14,49,25,6,4
DEN,2020,14,56,29,37,19
CAR,2020,14,65,44,29,18
DET,2020,14,58,43,39,28
GB,2020,14,62,33,48,27
HOU,2020,14,63,37,18,11
CHI,2020,14,59,36,19,11
IND,2020,14,57,28,45,25
LV,2020,14,68,46,32,20
MIA,2020,14,76,52,34,22
KC,2020,14,60,37,28,20
MIN,2020,14,77,44,35,15
TB,2020,14,45,22,22,11
LA,2020,14,61,26,16,7
NE,2020,14,58,29,3,2
NO,2020,14,63,43,18,10
PHI,2020,14,62,29,31,18
NYJ,2020,14,52,29,15,8
SEA,2020,14,68,33,18,9
PIT,2020,14,56,39,36,22
BUF,2020,14,69,44,39,29
JAX,2020,14,69,54,27,19
TEN,2020,14,65,25,32,15
SF,2020,14,77,50,39,23
WAS,2020,14,58,34,41,24
DEN,2020,15,63,35,17,9
BUF,2020,15,65,41,32,24
CAR,2020,15,65,38,10,7
GB,2020,15,60,34,20,11
CHI,2020,15,64,22,44,16
MIN,2020,15,65,37,16,8
NYG,2020,15,53,33,27,13
CLE,2020,15,63,33,33,19
TEN,2020,15,64,28,35,16
DET,2020,15,65,38,22,14
HOU,2020,15,67,46,33,21
IND,2020,15,52,30,32,18
BAL,2020,15,62,27,13,6
JAX,2020,15,56,34,2,1
KC,2020,15,90,52,64,39
NO,2020,15,53,36,29,18
LV,2020,15,74,33,36,16
LAC,2020,15,62,33,49,29
NE,2020,15,52,30,37,20
MIA,2020,15,71,29,53,23
LA,2020,15,56,37,10,5
NYJ,2020,15,61,33,19,11
ARI,2020,15,68,38,43,22
PHI,2020,15,81,50,26,12
PIT,2020,15,61,39,16,12
CIN,2020,15,55,15,28,10
WAS,2020,15,80,59,23,15
SEA,2020,15,50,27,31,16
SF,2020,15,81,45,27,12
DAL,2020,15,58,36,44,28
ATL,2020,15,65,52,29,20
TB,2020,15,64,48,14,11
ATL,2020,16,61,39,38,20
KC,2020,16,65,45,50,35
NE,2020,16,48,24,17,5
BUF,2020,16,67,40,31,19
WAS,2020,16,69,50,16,6
CAR,2020,16,63,32,25,10
JAX,2020,16,54,38,30,18
CHI,2020,16,68,37,43,28
HOU,2020,16,51,34,40,26
CIN,2020,16,70,38,48,30
CLE,2020,16,73,55,16,12
NYJ,2020,16,66,35,19,11
LAC,2020,16,55,35,18,11
DEN,2020,16,76,48,23,10
PIT,2020,16,62,50,18,11
IND,2020,16,67,39,30,13
LA,2020,16,75,46,57,30
SEA,2020,16,59,36,42,28
LV,2020,16,59,36,47,30
MIA,2020,16,62,38,42,23
NO,2020,16,70,28,48,19
MIN,2020,16,61,44,16,10
BAL,2020,16,64,25,23,7
NYG,2020,16,59,47,3,2
PHI,2020,16,71,42,31,15
DAL,2020,16,65,32,27,16
ARI,2020,16,80,53,45,30
SF,2020,16,54,25,39,18
TB,2020,16,69,44,10,7
DET,2020,16,50,35,4,3
GB,2020,16,61,26,21,11
TEN,2020,16,55,28,8,3
ARI,2020,17,48,31,23,13
LA,2020,17,70,40,51,30
TB,2020,17,60,41,26,17
ATL,2020,17,71,45,29,18
BAL,2020,17,73,19,17,5
CIN,2020,17,40,21,3,2
NYG,2020,17,52,27,38,19
DAL,2020,17,80,53,31,18
CHI,2020,17,74,43,31,15
GB,2020,17,44,25,24,12
JAX,2020,17,65,48,15,11
IND,2020,17,63,28,25,11
KC,2020,17,50,33,24,18
LAC,2020,17,67,35,41,25
LV,2020,17,64,42,37,24
DEN,2020,17,76,44,61,36
BUF,2020,17,60,39,30,22
MIA,2020,17,81,61,16,10
MIN,2020,17,71,43,57,39
DET,2020,17,56,34,31,19
CAR,2020,17,60,40,33,20
NO,2020,17,63,34,28,18
NE,2020,17,63,34,50,31
NYJ,2020,17,62,37,42,24
PIT,2020,17,66,46,30,21
CLE,2020,17,61,31,44,25
SEA,2020,17,64,38,38,25
SF,2020,17,64,40,46,27
HOU,2020,17,62,45,27,18
TEN,2020,17,69,29,23,11
PHI,2020,17,65,36,37,19
WAS,2020,17,62,35,44,30
TEN,2021,1,64,42,5,3
ARI,2021,1,67,34,10,8
LV,2021,1,78,57,39,27
BAL,2021,1,66,33,45,25
CHI,2021,1,69,43,12,8
LA,2021,1,46,27,20,15
CLE,2021,1,57,30,30,14
KC,2021,1,60,39,9,5
TB,2021,1,64,50,38,29
DAL,2021,1,77,59,53,43
NYG,2021,1,57,38,19,13
DEN,2021,1,66,38,50,33
NO,2021,1,58,21,23,9
GB,2021,1,52,37,7,5
HOU,2021,1,74,34,30,18
JAX,2021,1,67,52,7,7
LAC,2021,1,75,49,55,36
WAS,2021,1,49,22,39,19
NE,2021,1,70,40,51,29
MIA,2021,1,49,29,40,25
MIN,2021,1,74,52,35,25
CIN,2021,1,67,31,39,20
NYJ,2021,1,62,44,26,16
CAR,2021,1,60,36,25,17
ATL,2021,1,64,38,36,17
PHI,2021,1,67,35,34,23
BUF,2021,1,79,54,56,38
PIT,2021,1,52,34,31,21
IND,2021,1,72,41,19,8
SEA,2021,1,53,26,26,12
DET,2021,1,86,62,32,17
SF,2021,1,53,26,19,8
TB,2021,2,57,39,40,25
ATL,2021,2,70,49,23,14
MIA,2021,2,69,50,8,6
BUF,2021,2,62,34,9,5
CHI,2021,2,58,27,43,21
CIN,2021,2,55,35,39,25
DAL,2021,2,60,29,42,20
LAC,2021,2,63,43,42,30
JAX,2021,2,51,35,33,23
DEN,2021,2,65,37,36,24
DET,2021,2,56,37,38,21
GB,2021,2,57,30,43,23
CLE,2021,2,54,23,42,20
HOU,2021,2,58,30,31,13
BAL,2021,2,68,28,35,16
KC,2021,2,49,31,37,23
IND,2021,2,66,40,39,25
LA,2021,2,60,31,36,20
PIT,2021,2,56,42,34,23
LV,2021,2,64,39,42,27
MIN,2021,2,60,33,45,21
ARI,2021,2,60,39,33,20
NE,2021,2,57,33,36,24
NYJ,2021,2,67,37,11,5
CAR,2021,2,73,40,25,12
NO,2021,2,42,26,6,5
WAS,2021,2,68,46,44,27
NYG,2021,2,63,36,46,27
SF,2021,2,65,30,45,27
PHI,2021,2,55,26,44,20
SEA,2021,2,52,34,21,12
TEN,2021,2,82,43,23,13
JAX,2021,3,65,36,46,20
ARI,2021,3,64,34,43,24
ATL,2021,3,59,39,38,26
NYG,2021,3,64,37,52,30
DET,2021,3,60,33,21,12
BAL,2021,3,56,34,35,17
CAR,2021,3,67,37,44,27
HOU,2021,3,48,31,33,19
CLE,2021,3,75,35,53,31
CHI,2021,3,42,29,19,11
PIT,2021,3,77,62,35,23
CIN,2021,3,39,18,27,14
GB,2021,3,57,32,24,14
SF,2021,3,65,44,8,5
TEN,2021,3,64,28,46,21
IND,2021,3,57,39,43,26
LAC,2021,3,61,40,35,22
KC,2021,3,76,46,31,17
LV,2021,3,79,46,31,17
MIA,2021,3,78,51,28,18
NO,2021,3,60,24,36,17
NE,2021,3,70,53,23,17
DEN,2021,3,63,27,21,13
NYJ,2021,3,53,40,7,4
DAL,2021,3,68,30,38,15
PHI,2021,3,53,41,9,8
SEA,2021,3,52,34,38,22
MIN,2021,3,73,39,44,27
TB,2021,3,71,58,32,23
LA,2021,3,61,39,42,31
BUF,2021,3,75,45,36,22
WAS,2021,3,50,25,9,5
LA,2021,4,63,41,20,10
ARI,2021,4,73,35,25,15
DEN,2021,4,59,42,31,18
BAL,2021,4,70,40,33,19
DAL,2021,4,56,24,40,20
CAR,2021,4,68,44,41,24
MIN,2021,4,62,40,36,21
CLE,2021,4,75,37,58,28
CHI,2021,4,55,18,18,4
DET,2021,4,67,42,11,3
HOU,2021,4,42,24,14,6
BUF,2021,4,70,32,17,9
MIA,2021,4,49,33,28,17
IND,2021,4,64,34,38,23
JAX,2021,4,55,25,43,19
CIN,2021,4,55,33,27,17
PHI,2021,4,70,51,31,20
KC,2021,4,62,31,39,21
LAC,2021,4,73,41,36,22
LV,2021,4,56,38,19,14
NYG,2021,4,61,40,35,21
NO,2021,4,65,26,48,21
PIT,2021,4,58,42,23,15
GB,2021,4,70,39,48,29
SEA,2021,4,52,26,36,19
SF,2021,4,73,43,44,26
NE,2021,4,53,46,40,33
TB,2021,4,71,44,51,33
NYJ,2021,4,59,35,23,13
TEN,2021,4,94,57,50,28
ATL,2021,4,71,43,58,37
WAS,2021,4,63,35,34,15
KC,2021,5,79,56,36,20
BUF,2021,5,51,26,24,14
CHI,2021,5,59,22,32,13
LV,2021,5,61,39,20,11
LAC,2021,5,69,46,27,19
CLE,2021,5,68,33,47,19
PIT,2021,5,60,26,33,14
DEN,2021,5,59,41,15,7
DET,2021,5,64,40,37,17
MIN,2021,5,63,35,42,23
GB,2021,5,62,40,45,31
CIN,2021,5,66,42,35,25
BAL,2021,5,73,47,25,12
IND,2021,5,64,38,36,25
LA,2021,5,66,38,48,30
SEA,2021,5,60,35,33,16
MIA,2021,5,51,42,24,19
TB,2021,5,67,45,45,32
HOU,2021,5,56,32,40,20
NE,2021,5,60,30,20,8
NO,2021,5,54,32,36,26
WAS,2021,5,77,44,60,31
DAL,2021,5,74,35,51,27
NYG,2021,5,64,39,30,13
ATL,2021,5,74,46,23,14
NYJ,2021,5,53,35,3,1
PHI,2021,5,60,40,24,20
CAR,2021,5,70,40,33,18
SF,2021,5,59,31,24,10
ARI,2021,5,57,33,28,15
JAX,2021,5,67,36,12,5
TEN,2021,5,61,25,24,11
CLE,2021,6,55,36,11,8
ARI,2021,6,66,32,20,10
TEN,2021,6,50,29,35,20
BUF,2021,6,74,51,60,40
DET,2021,6,61,43,29,16
CIN,2021,6,65,32,31,19
DAL,2021,6,83,52,55,31
NE,2021,6,49,24,26,13
GB,2021,6,53,26,37,18
CHI,2021,6,57,31,32,15
HOU,2021,6,74,45,27,18
IND,2021,6,47,22,28,18
WAS,2021,6,58,39,48,32
KC,2021,6,78,50,56,39
LAC,2021,6,53,41,12,9
BAL,2021,6,66,30,20,9
NYG,2021,6,74,56,29,18
LA,2021,6,65,32,20,14
LV,2021,6,51,29,30,21
DEN,2021,6,77,54,31,19
MIA,2021,6,67,47,46,33
JAX,2021,6,62,43,28,14
CAR,2021,6,68,46,40,24
MIN,2021,6,85,48,57,32
PIT,2021,6,70,41,47,29
SEA,2021,6,62,36,21,14
TB,2021,6,70,42,36,22
PHI,2021,6,48,29,16,11
MIA,2021,7,70,41,37,22
ATL,2021,7,61,41,39,30
CAR,2021,7,62,45,41,25
NYG,2021,7,64,36,46,29
CHI,2021,7,65,36,10,6
TB,2021,7,70,39,11,7
CIN,2021,7,62,38,38,28
BAL,2021,7,71,47,42,24
CLE,2021,7,66,34,29,14
DEN,2021,7,49,35,3,1
DET,2021,7,65,37,47,26
LA,2021,7,60,43,27,21
ARI,2021,7,67,32,29,16
HOU,2021,7,49,34,20,13
SF,2021,7,53,30,38,16
IND,2021,7,61,28,34,14
TEN,2021,7,62,28,17,8
KC,2021,7,67,55,7,4
SEA,2021,7,54,27,40,17
NO,2021,7,66,37,50,28
NE,2021,7,71,42,11,4
NYJ,2021,7,62,44,3,1
PHI,2021,7,68,37,26,11
LV,2021,7,62,34,36,23
GB,2021,7,53,38,37,28
WAS,2021,7,68,40,23,10
CAR,2021,8,71,25,50,22
ATL,2021,8,50,30,38,20
NYJ,2021,8,77,53,48,33
CIN,2021,8,53,38,35,25
MIN,2021,8,60,37,41,25
DAL,2021,8,68,44,50,28
GB,2021,8,71,38,57,30
ARI,2021,8,55,35,20,11
JAX,2021,8,73,55,16,11
SEA,2021,8,52,27,21,10
LA,2021,8,66,35,30,20
HOU,2021,8,59,44,9,5
BUF,2021,8,66,43,44,30
MIA,2021,8,65,42,47,28
LAC,2021,8,57,38,38,22
NE,2021,8,75,37,59,31
KC,2021,8,76,50,55,37
NYG,2021,8,55,36,41,24
DET,2021,8,59,41,12,8
PHI,2021,8,61,16,19,6
CLE,2021,8,58,35,42,26
PIT,2021,8,70,39,51,29
SF,2021,8,51,28,37,25
CHI,2021,8,67,31,53,23
TB,2021,8,59,44,29,20
NO,2021,8,71,40,40,23
IND,2021,8,72,52,39,28
TEN,2021,8,67,37,30,15
WAS,2021,8,68,44,48,28
DEN,2021,8,51,30,32,18
SF,2021,9,56,45,11,9
ARI,2021,9,67,29,22,12
ATL,2021,9,55,32,42,23
NO,2021,9,71,45,25,11
JAX,2021,9,56,30,39,24
BUF,2021,9,65,51,47,34
CHI,2021,9,58,32,11,5
PIT,2021,9,64,33,21,10
CIN,2021,9,71,47,28,19
CLE,2021,9,46,23,10,6
DAL,2021,9,59,41,17,8
DEN,2021,9,72,33,20,9
GB,2021,9,60,35,22,9
KC,2021,9,61,38,31,20
MIA,2021,9,72,47,38,27
HOU,2021,9,66,48,34,23
PHI,2021,9,57,18,47,14
LAC,2021,9,65,38,45,30
NYG,2021,9,53,23,39,17
LV,2021,9,67,47,47,30
BAL,2021,9,89,44,24,10
MIN,2021,9,52,28,24,11
NE,2021,9,56,20,35,15
CAR,2021,9,57,34,22,11
