team,season,week,plays,passes,neutralPlays,neutralPasses
BAL,2015,1,57,34,39,19
DEN,2015,1,68,44,52,39
JAX,2015,1,65,44,42,27
CAR,2015,1,66,33,40,23
LV,2015,1,62,46,17,11
CIN,2015,1,63,34,24,15
NYJ,2015,1,59,24,35,19
CLE,2015,1,63,35,41,18
DET,2015,1,47,31,18,11
LAC,2015,1,72,43,19,10
CHI,2015,1,70,37,51,22
GB,2015,1,51,23,36,19
IND,2015,1,69,53,21,18
BUF,2015,1,52,19,21,10
KC,2015,1,64,35,17,10
HOU,2015,1,74,53,7,5
WAS,2015,1,68,32,49,20
MIA,2015,1,54,37,29,21
SF,2015,1,64,27,47,21
MIN,2015,1,54,37,34,20
ARI,2015,1,56,32,42,27
NO,2015,1,70,50,37,23
DAL,2015,1,67,45,41,25
NYG,2015,1,61,37,37,25
PHI,2015,1,68,52,19,15
ATL,2015,1,67,35,44,22
PIT,2015,1,67,42,20,11
NE,2015,1,57,34,28,18
SEA,2015,1,79,47,43,23
LA,2015,1,55,29,29,14
TEN,2015,1,46,17,4,3
TB,2015,1,63,37,3,1
CHI,2015,2,62,34,25,9
ARI,2015,2,50,24,21,11
ATL,2015,2,69,48,40,29
NYG,2015,2,65,42,41,27
LV,2015,2,65,47,49,34
BAL,2015,2,70,45,33,22
DAL,2015,2,68,37,41,27
PHI,2015,2,55,38,20,11
DEN,2015,2,70,48,41,23
KC,2015,2,58,30,38,20
MIN,2015,2,60,19,29,6
DET,2015,2,71,54,17,9
CAR,2015,2,71,39,55,32
HOU,2015,2,82,59,57,39
JAX,2015,2,65,33,46,23
MIA,2015,2,61,45,36,24
BUF,2015,2,67,39,19,9
NE,2015,2,73,61,15,13
NYJ,2015,2,62,35,33,21
IND,2015,2,61,37,21,11
CIN,2015,2,60,26,41,20
LAC,2015,2,57,32,25,12
GB,2015,2,64,36,46,26
SEA,2015,2,56,31,28,15
PIT,2015,2,50,29,24,16
SF,2015,2,83,52,7,4
LA,2015,2,46,33,14,11
WAS,2015,2,66,29,21,12
NO,2015,2,69,43,30,17
TB,2015,2,59,24,30,14
TEN,2015,2,74,44,8,3
CLE,2015,2,46,17,9,4
DAL,2015,3,49,28,36,17
ATL,2015,3,69,38,12,5
MIA,2015,3,71,52,8,6
BUF,2015,3,62,29,13,10
CHI,2015,3,46,19,30,9
SEA,2015,3,61,34,25,16
BAL,2015,3,67,49,27,19
CIN,2015,3,63,34,21,8
DET,2015,3,68,49,37,22
DEN,2015,3,61,43,45,33
TEN,2015,3,75,47,25,16
IND,2015,3,53,33,23,10
JAX,2015,3,55,35,11,7
NE,2015,3,74,44,27,18
GB,2015,3,68,36,27,14
KC,2015,3,67,49,6,2
NO,2015,3,65,40,41,23
CAR,2015,3,62,32,35,20
LV,2015,3,61,32,36,21
CLE,2015,3,68,54,13,8
NYJ,2015,3,75,59,15,11
PHI,2015,3,64,29,21,11
PIT,2015,3,56,36,41,28
LA,2015,3,49,31,18,13
MIN,2015,3,54,24,32,14
LAC,2015,3,72,44,19,10
ARI,2015,3,66,32,5,3
SF,2015,3,50,21,7,4
HOU,2015,3,85,40,67,36
TB,2015,3,56,36,41,25
WAS,2015,3,71,51,5,3
NYG,2015,3,63,32,10,5
PIT,2015,4,62,30,40,21
BAL,2015,4,77,38,38,21
TB,2015,4,75,45,23,14
CAR,2015,4,54,24,30,15
CLE,2015,4,67,46,48,36
LAC,2015,4,61,40,49,35
NO,2015,4,69,44,43,30
DAL,2015,4,56,29,42,20
DET,2015,4,53,35,30,19
SEA,2015,4,60,32,35,17
GB,2015,4,68,35,45,27
SF,2015,4,50,31,29,15
ATL,2015,4,64,29,21,15
HOU,2015,4,75,58,9,4
IND,2015,4,72,50,47,32
JAX,2015,4,78,50,44,28
CIN,2015,4,51,24,34,22
KC,2015,4,73,50,29,16
MIN,2015,4,69,48,25,18
DEN,2015,4,51,29,19,11
BUF,2015,4,68,44,14,8
NYG,2015,4,63,36,27,18
MIA,2015,4,58,47,11,7
NYJ,2015,4,68,29,27,17
CHI,2015,4,75,46,47,26
LV,2015,4,57,35,40,26
WAS,2015,4,79,47,50,26
PHI,2015,4,51,33,20,14
LA,2015,4,50,25,37,22
ARI,2015,4,69,49,43,29
DET,2015,5,89,71,35,21
ARI,2015,5,41,20,17,7
TEN,2015,5,62,34,46,24
BUF,2015,5,47,22,27,16
CHI,2015,5,74,49,26,16
KC,2015,5,58,33,13,8
BAL,2015,5,68,37,28,16
CLE,2015,5,82,57,17,13
LV,2015,5,67,43,45,25
DEN,2015,5,55,37,42,33
HOU,2015,5,70,42,20,9
IND,2015,5,56,29,20,11
TB,2015,5,60,22,42,19
JAX,2015,5,56,39,37,21
DAL,2015,5,65,42,27,15
NE,2015,5,53,32,31,21
PHI,2015,5,79,45,55,35
NO,2015,5,68,48,39,26
PIT,2015,5,55,28,40,18
LAC,2015,5,69,50,48,36
CIN,2015,5,79,48,37,23
SEA,2015,5,57,27,32,15
SF,2015,5,63,37,35,18
NYG,2015,5,75,54,54,39
LA,2015,5,69,33,25,14
GB,2015,5,58,32,33,19
WAS,2015,5,58,34,40,22
ATL,2015,5,78,46,54,33
ARI,2015,6,64,45,48,32
PIT,2015,6,53,22,39,16
NO,2015,6,71,40,43,28
ATL,2015,6,70,49,33,20
SF,2015,6,56,31,25,19
BAL,2015,6,74,52,20,13
SEA,2015,6,60,34,41,22
CAR,2015,6,70,38,38,17
DET,2015,6,76,44,36,17
CHI,2015,6,74,43,28,17
BUF,2015,6,66,43,23,11
CIN,2015,6,59,33,32,20
DEN,2015,6,80,47,36,19
CLE,2015,6,76,44,22,14
HOU,2015,6,65,37,49,29
JAX,2015,6,77,56,51,34
MIN,2015,6,65,33,33,18
KC,2015,6,57,39,12,7
MIA,2015,6,63,31,26,12
TEN,2015,6,64,46,19,12
IND,2015,6,74,53,48,29
NE,2015,6,62,39,49,35
NYG,2015,6,64,41,42,27
PHI,2015,6,73,38,33,21
LAC,2015,6,89,68,39,29
GB,2015,6,48,32,25,16
WAS,2015,6,62,45,41,28
NYJ,2015,6,65,26,42,20
TEN,2015,7,52,36,39,28
ATL,2015,7,67,38,49,29
ARI,2015,7,58,31,36,19
BAL,2015,7,59,43,40,26
BUF,2015,7,75,46,20,12
JAX,2015,7,59,31,17,9
LA,2015,7,49,25,35,20
CLE,2015,7,65,41,32,16
NYG,2015,7,47,26,38,21
DAL,2015,7,69,28,49,21
HOU,2015,7,79,54,9,6
MIA,2015,7,56,24,10,6
DET,2015,7,50,33,17,10
MIN,2015,7,73,39,33,22
NO,2015,7,79,47,27,17
IND,2015,7,61,48,7,3
NYJ,2015,7,70,41,55,29
NE,2015,7,66,57,46,40
LAC,2015,7,82,61,6,5
LV,2015,7,57,32,18,11
PHI,2015,7,81,51,39,24
CAR,2015,7,57,25,28,10
PIT,2015,7,54,31,35,18
KC,2015,7,61,34,49,30
SF,2015,7,45,30,11,7
SEA,2015,7,67,29,25,6
WAS,2015,7,59,41,7,4
TB,2015,7,60,30,20,10
ARI,2015,8,74,38,35,18
CLE,2015,8,61,41,41,28
PIT,2015,8,67,48,49,32
CIN,2015,8,62,41,39,25
DET,2015,8,58,44,15,9
KC,2015,8,62,31,19,10
DEN,2015,8,63,29,27,14
GB,2015,8,46,25,11,8
IND,2015,8,82,47,26,8
CAR,2015,8,73,37,44,20
NE,2015,8,66,40,17,11
MIA,2015,8,62,49,11,6
MIN,2015,8,56,31,42,20
CHI,2015,8,59,34,42,26
NO,2015,8,76,50,53,34
NYG,2015,8,65,44,38,23
NYJ,2015,8,71,50,15,6
LV,2015,8,59,36,20,12
LAC,2015,8,63,37,48,29
BAL,2015,8,64,40,45,33
SEA,2015,8,60,30,35,21
DAL,2015,8,56,27,47,21
SF,2015,8,64,44,27,16
LA,2015,8,62,24,32,18
ATL,2015,8,73,46,32,15
TB,2015,8,62,31,24,12
HOU,2015,8,60,38,41,31
TEN,2015,8,58,38,35,19
SF,2015,9,61,26,44,22
ATL,2015,9,61,47,44,32
CHI,2015,9,68,41,26,12
LAC,2015,9,63,44,33,22
CLE,2015,9,53,36,28,17
CIN,2015,9,63,29,46,22
DEN,2015,9,51,37,25,19
IND,2015,9,76,37,31,15
CAR,2015,9,66,30,21,9
GB,2015,9,72,53,17,9
NYJ,2015,9,61,36,29,18
JAX,2015,9,65,46,25,14
BUF,2015,9,48,15,28,10
MIA,2015,9,62,38,13,6
NYG,2015,9,73,40,31,19
TB,2015,9,60,37,9,4
PIT,2015,9,82,52,57,37
LV,2015,9,68,44,48,26
PHI,2015,9,71,37,48,24
DAL,2015,9,71,42,47,22
LA,2015,9,70,33,40,20
MIN,2015,9,63,28,41,21
TEN,2015,9,68,40,31,17
NO,2015,9,68,43,50,29
NE,2015,9,74,39,24,14
WAS,2015,9,56,41,1,1
ARI,2015,10,80,50,34,21
SEA,2015,10,53,35,10,8
NYJ,2015,10,59,35,27,18
BUF,2015,10,63,31,32,18
TEN,2015,10,46,25,35,16
CAR,2015,10,62,30,45,26
LA,2015,10,59,38,23,13
CHI,2015,10,61,26,26,15
PIT,2015,10,58,39,27,22
CLE,2015,10,65,51,24,17
DAL,2015,10,52,31,42,24
TB,2015,10,66,41,45,29
GB,2015,10,81,64,51,35
DET,2015,10,64,38,48,29
CIN,2015,10,62,42,41,24
HOU,2015,10,59,36,45,26
JAX,2015,10,71,49,50,32
BAL,2015,10,68,47,50,38
DEN,2015,10,66,49,6,4
KC,2015,10,63,33,10,3
MIA,2015,10,64,40,32,23
PHI,2015,10,87,52,41,21
MIN,2015,10,59,26,36,18
LV,2015,10,64,45,31,21
NE,2015,10,66,44,38,24
NYG,2015,10,70,47,47,29
WAS,2015,10,59,28,31,17
NO,2015,10,55,30,15,9
BUF,2015,11,67,38,43,22
NE,2015,11,62,40,53,36
ARI,2015,11,56,32,42,24
CIN,2015,11,71,43,42,18
MIA,2015,11,41,27,27,16
DAL,2015,11,67,30,48,24
CHI,2015,11,60,34,42,20
DEN,2015,11,67,32,48,25
MIN,2015,11,62,44,26,14
GB,2015,11,69,37,40,26
IND,2015,11,61,34,17,8
ATL,2015,11,71,47,46,26
KC,2015,11,59,28,35,18
LAC,2015,11,57,33,23,13
HOU,2015,11,70,36,58,32
NYJ,2015,11,62,42,31,19
DET,2015,11,68,39,46,30
LV,2015,11,47,26,32,18
SF,2015,11,52,36,6,3
SEA,2015,11,71,31,17,6
LA,2015,11,56,27,34,14
BAL,2015,11,72,44,44,28
PHI,2015,11,72,44,24,13
TB,2015,11,69,30,38,19
TEN,2015,11,63,37,42,24
JAX,2015,11,58,35,47,27
CAR,2015,11,75,36,36,21
WAS,2015,11,47,35,13,8
SF,2015,12,55,38,36,23
ARI,2015,12,68,41,48,27
BAL,2015,12,58,34,37,21
CLE,2015,12,68,50,31,24
BUF,2015,12,68,40,39,27
KC,2015,12,57,31,30,20
DAL,2015,12,56,42,11,7
CAR,2015,12,64,28,25,13
GB,2015,12,73,45,48,26
CHI,2015,12,62,32,47,26
NYJ,2015,12,71,38,42,26
MIA,2015,12,70,61,25,19
MIN,2015,12,64,28,48,22
ATL,2015,12,56,33,43,22
DEN,2015,12,77,45,38,23
NE,2015,12,61,45,39,24
NO,2015,12,56,46,8,7
HOU,2015,12,63,28,18,9
NYG,2015,12,67,54,19,11
WAS,2015,12,64,29,18,11
TEN,2015,12,57,39,31,23
LV,2015,12,68,39,52,29
PHI,2015,12,57,33,26,14
DET,2015,12,70,40,28,17
PIT,2015,12,76,63,55,43
SEA,2015,12,60,33,40,23
JAX,2015,12,70,51,34,24
LAC,2015,12,69,45,33,24
LA,2015,12,71,54,15,8
CIN,2015,12,58,28,33,18
IND,2015,12,68,45,50,37
TB,2015,12,62,41,46,26
ARI,2015,13,75,42,48,29
LA,2015,13,48,35,20,12
TB,2015,13,63,29,46,20
ATL,2015,13,66,48,52,38
MIA,2015,13,47,20,35,16
BAL,2015,13,75,49,42,25
NO,2015,13,58,43,35,25
CAR,2015,13,74,42,45,20
CIN,2015,13,56,23,19,8
CLE,2015,13,60,41,14,10
WAS,2015,13,60,34,45,24
DAL,2015,13,54,30,34,17
DEN,2015,13,65,27,14,8
LAC,2015,13,62,39,18,13
GB,2015,13,63,39,11,5
DET,2015,13,63,38,20,11
HOU,2015,13,71,45,14,7
BUF,2015,13,58,22,23,6
IND,2015,13,56,39,26,15
PIT,2015,13,70,39,37,27
JAX,2015,13,59,39,17,10
TEN,2015,13,67,33,42,23
LV,2015,13,76,52,47,25
KC,2015,13,48,28,38,21
NYJ,2015,13,77,53,35,20
NYG,2015,13,61,37,23,15
PHI,2015,13,57,25,28,16
NE,2015,13,84,60,55,34
SEA,2015,13,64,30,33,18
MIN,2015,13,48,32,16,9
SF,2015,13,59,36,40,23
CHI,2015,13,74,32,54,22
CAR,2015,14,59,29,11,4
ATL,2015,14,61,46,5,2
BUF,2015,14,68,37,43,21
PHI,2015,14,71,39,53,27
GB,2015,14,79,37,49,23
DAL,2015,14,51,31,22,11
LA,2015,14,51,23,39,20
DET,2015,14,69,50,46,30
JAX,2015,14,62,33,36,21
IND,2015,14,69,46,41,28
ARI,2015,14,64,37,51,31
MIN,2015,14,63,39,37,20
HOU,2015,14,51,30,23,11
NE,2015,14,61,33,33,18
TB,2015,14,51,32,21,10
NO,2015,14,76,43,57,34
MIA,2015,14,63,42,47,30
NYG,2015,14,60,31,47,26
DEN,2015,14,77,56,46,28
LV,2015,14,52,33,24,17
PIT,2015,14,67,41,37,24
CIN,2015,14,55,40,12,7
LAC,2015,14,66,48,36,24
KC,2015,14,50,25,31,13
BAL,2015,14,54,41,26,16
SEA,2015,14,66,33,34,18
CLE,2015,14,70,33,52,30
SF,2015,14,54,37,28,18
NYJ,2015,14,71,37,26,15
TEN,2015,14,58,45,6,4
WAS,2015,14,66,34,39,20
CHI,2015,14,56,34,11,5
ARI,2015,15,72,35,47,25
PHI,2015,15,63,43,35,23
ATL,2015,15,67,36,45,23
JAX,2015,15,59,39,27,16
WAS,2015,15,54,29,21,12
BUF,2015,15,64,32,10,3
NYG,2015,15,73,46,35,19
CAR,2015,15,76,47,37,23
CHI,2015,15,62,42,6,3
MIN,2015,15,57,21,28,14
SF,2015,15,71,54,27,16
CIN,2015,15,61,25,30,11
CLE,2015,15,52,35,28,18
SEA,2015,15,67,32,36,18
PIT,2015,15,71,57,23,18
DEN,2015,15,70,46,32,20
NO,2015,15,71,53,17,12
DET,2015,15,49,28,13,8
GB,2015,15,68,41,28,19
LV,2015,15,75,50,28,17
HOU,2015,15,64,30,34,15
IND,2015,15,54,35,38,22
KC,2015,15,54,28,16,9
BAL,2015,15,67,47,15,7
MIA,2015,15,55,36,14,7
LAC,2015,15,72,37,24,12
DAL,2015,15,56,35,41,23
NYJ,2015,15,66,41,50,29
LA,2015,15,49,19,12,5
TB,2015,15,77,50,12,5
TEN,2015,15,60,39,12,6
NE,2015,15,63,37,16,11
CAR,2015,16,52,32,40,22
ATL,2015,16,60,32,41,24
CHI,2015,16,67,28,48,22
TB,2015,16,53,29,37,17
CIN,2015,16,69,37,39,15
DEN,2015,16,63,42,13,6
KC,2015,16,50,23,39,21
CLE,2015,16,67,31,17,6
DAL,2015,16,55,31,43,23
BUF,2015,16,58,21,43,19
ARI,2015,16,54,30,25,16
GB,2015,16,64,39,17,9
TEN,2015,16,64,53,10,6
HOU,2015,16,66,27,11,4
IND,2015,16,53,31,28,17
MIA,2015,16,70,45,5,2
NO,2015,16,68,36,19,11
JAX,2015,16,55,40,7,5
NYJ,2015,16,69,42,46,26
NE,2015,16,54,33,26,13
MIN,2015,16,65,28,31,18
NYG,2015,16,58,38,16,7
PIT,2015,16,57,37,29,15
BAL,2015,16,73,42,51,30
LV,2015,16,66,42,44,25
LAC,2015,16,75,50,43,28
SF,2015,16,59,36,47,24
DET,2015,16,65,40,46,28
LA,2015,16,51,23,21,10
SEA,2015,16,67,45,10,4
PHI,2015,16,77,61,43,30
WAS,2015,16,71,49,54,43
CIN,2015,17,56,30,40,26
BAL,2015,17,76,55,47,32
DET,2015,17,61,43,46,32
CHI,2015,17,52,28,29,14
JAX,2015,17,54,40,14,8
HOU,2015,17,74,43,29,19
MIN,2015,17,49,22,36,19
GB,2015,17,74,49,31,16
MIA,2015,17,71,39,53,32
NE,2015,17,53,27,40,17
NO,2015,17,63,43,40,29
ATL,2015,17,63,37,53,30
NYJ,2015,17,55,38,14,8
BUF,2015,17,72,30,52,23
KC,2015,17,64,26,32,16
LV,2015,17,54,38,18,12
PHI,2015,17,63,39,40,25
NYG,2015,17,80,44,36,18
PIT,2015,17,54,37,39,29
CLE,2015,17,76,53,36,23
DEN,2015,17,63,33,45,25
LAC,2015,17,67,38,52,28
ARI,2015,17,58,45,6,4
SEA,2015,17,67,33,26,10
LA,2015,17,71,38,49,26
SF,2015,17,74,45,41,23
CAR,2015,17,60,30,36,20
TB,2015,17,71,49,18,11
IND,2015,17,68,39,42,26
TEN,2015,17,57,31,27,14
DAL,2015,17,68,52,12,7
WAS,2015,17,60,27,9,6
BAL,2016,1,62,37,42,27
BUF,2016,1,48,24,29,15
DEN,2016,1,55,28,27,13
CAR,2016,1,66,34,34,16
HOU,2016,1,70,37,53,30
CHI,2016,1,54,34,37,20
CIN,2016,1,55,37,42,30
NYJ,2016,1,66,36,49,29
PHI,2016,1,73,39,51,31
CLE,2016,1,50,29,26,13
IND,2016,1,69,50,19,13
DET,2016,1,63,40,37,22
JAX,2016,1,67,42,44,24
GB,2016,1,58,34,50,32
LA,2016,1,59,37,20,11
SF,2016,1,76,35,32,14
SEA,2016,1,78,46,57,34
MIA,2016,1,54,34,35,20
TEN,2016,1,66,44,49,30
MIN,2016,1,60,33,34,17
ARI,2016,1,59,40,13,10
NE,2016,1,65,35,42,19
DAL,2016,1,73,43,55,28
NYG,2016,1,54,30,34,21
NO,2016,1,63,41,43,28
LV,2016,1,65,39,35,20
WAS,2016,1,55,43,24,18
PIT,2016,1,67,38,33,22
KC,2016,1,70,51,12,8
LAC,2016,1,68,37,19,8
ATL,2016,1,64,43,26,15
TB,2016,1,58,32,37,27
ATL,2016,2,65,35,48,27
LV,2016,2,71,46,49,31
CLE,2016,2,59,36,24,13
BAL,2016,2,71,45,16,11
PIT,2016,2,74,38,51,29
CIN,2016,2,73,55,45,32
DAL,2016,2,64,34,47,25
WAS,2016,2,64,47,37,25
MIN,2016,2,56,35,44,31
GB,2016,2,64,41,37,23
DEN,2016,2,66,35,53,29
IND,2016,2,65,45,40,22
LAC,2016,2,63,28,20,8
JAX,2016,2,63,52,6,3
HOU,2016,2,67,35,34,21
KC,2016,2,60,41,26,16
NE,2016,2,74,37,15,10
MIA,2016,2,60,44,3,2
NO,2016,2,59,46,45,33
NYG,2016,2,71,43,51,31
NYJ,2016,2,70,35,55,30
BUF,2016,2,49,30,18,9
CHI,2016,2,50,32,34,19
PHI,2016,2,64,35,48,31
LA,2016,2,56,33,39,24
SEA,2016,2,61,37,47,25
CAR,2016,2,77,40,43,24
SF,2016,2,64,38,38,16
ARI,2016,2,65,35,26,14
TB,2016,2,75,55,16,9
TEN,2016,2,60,37,14,5
DET,2016,2,67,44,32,19
BUF,2016,3,59,29,19,12
ARI,2016,3,78,56,9,6
NO,2016,3,80,56,33,20
ATL,2016,3,61,32,36,21
JAX,2016,3,63,42,22,13
BAL,2016,3,63,42,41,27
DAL,2016,3,65,24,18,7
CHI,2016,3,62,48,3,1
MIA,2016,3,64,39,41,23
CLE,2016,3,74,43,44,21
DEN,2016,3,60,37,39,26
CIN,2016,3,63,35,47,20
GB,2016,3,47,26,12,8
DET,2016,3,67,44,14,8
HOU,2016,3,70,43,13,5
NE,2016,3,57,20,13,6
LA,2016,3,61,27,38,21
TB,2016,3,83,62,43,25
CAR,2016,3,72,44,36,18
MIN,2016,3,53,30,19,10
NYJ,2016,3,66,44,16,8
KC,2016,3,59,35,28,18
TEN,2016,3,63,34,33,16
LV,2016,3,60,36,37,27
PIT,2016,3,58,48,15,10
PHI,2016,3,61,31,27,20
IND,2016,3,66,40,49,27
LAC,2016,3,58,41,30,21
SEA,2016,3,64,34,17,9
SF,2016,3,57,25,3,2
NYG,2016,3,61,40,39,21
WAS,2016,3,65,37,33,21
NE,2016,4,52,30,6,1
BUF,2016,4,73,41,21,13
CAR,2016,4,65,50,18,12
ATL,2016,4,63,40,36,25
WAS,2016,4,56,30,38,24
CLE,2016,4,68,40,35,22
DAL,2016,4,70,34,39,22
SF,2016,4,52,24,35,14
TB,2016,4,65,40,41,22
DEN,2016,4,64,35,27,19
CHI,2016,4,64,38,49,32
DET,2016,4,57,39,39,25
IND,2016,4,72,47,27,15
JAX,2016,4,65,36,21,9
KC,2016,4,72,54,6,5
PIT,2016,4,54,30,10,8
ARI,2016,4,74,49,56,35
LA,2016,4,54,32,36,22
CIN,2016,4,65,32,39,22
MIA,2016,4,43,30,16,8
NO,2016,4,68,38,41,24
LAC,2016,4,67,46,48,36
NYG,2016,4,63,45,20,11
MIN,2016,4,67,36,25,15
LV,2016,4,51,35,28,18
BAL,2016,4,80,54,27,19
NYJ,2016,4,65,45,37,22
SEA,2016,4,57,34,37,23
HOU,2016,4,62,38,37,24
TEN,2016,4,62,30,36,16
ARI,2016,5,64,29,46,25
SF,2016,5,74,38,44,20
ATL,2016,5,61,30,35,17
DEN,2016,5,64,40,9,3
LA,2016,5,64,35,37,19
BUF,2016,5,51,25,38,20
CHI,2016,5,61,43,41,27
IND,2016,5,63,44,50,36
DAL,2016,5,50,25,18,6
CIN,2016,5,64,45,8,4
MIN,2016,5,67,32,16,7
HOU,2016,5,60,46,3,3
CLE,2016,5,59,38,14,8
NE,2016,5,75,42,16,10
GB,2016,5,74,45,34,20
NYG,2016,5,54,39,15,10
NYJ,2016,5,58,41,45,29
PIT,2016,5,70,48,51,36
DET,2016,5,54,29,41,21
PHI,2016,5,57,36,12,7
LV,2016,5,69,44,45,29
LAC,2016,5,51,32,31,20
TB,2016,5,69,33,43,18
CAR,2016,5,53,28,41,24
TEN,2016,5,68,29,51,24
MIA,2016,5,41,24,29,15
BAL,2016,5,69,50,45,29
WAS,2016,5,60,41,47,32
SEA,2016,6,62,38,35,20
ATL,2016,6,64,46,39,28
BAL,2016,6,76,50,34,21
NYG,2016,6,64,47,24,18
NO,2016,6,70,49,23,14
CAR,2016,6,76,50,11,7
NE,2016,6,61,38,41,29
CIN,2016,6,65,33,47,25
TEN,2016,6,56,26,29,14
CLE,2016,6,64,49,17,11
DAL,2016,6,62,29,35,20
GB,2016,6,67,43,27,17
LAC,2016,6,60,31,39,23
DEN,2016,6,68,52,14,8
HOU,2016,6,67,40,12,7
IND,2016,6,67,35,29,13
CHI,2016,6,77,50,32,19
JAX,2016,6,54,35,15,8
LV,2016,6,52,35,29,19
KC,2016,6,62,24,33,14
DET,2016,6,56,32,35,20
LA,2016,6,55,33,48,28
ARI,2016,6,68,35,26,14
NYJ,2016,6,52,38,16,10
PHI,2016,6,47,27,19,11
WAS,2016,6,66,34,50,26
PIT,2016,6,53,38,25,13
MIA,2016,6,67,32,34,20
SF,2016,6,59,32,39,17
BUF,2016,6,73,30,53,26
BAL,2016,7,56,45,38,28
NYJ,2016,7,65,27,44,19
MIA,2016,7,67,27,43,21
BUF,2016,7,55,33,30,16
CHI,2016,7,44,27,32,16
GB,2016,7,80,58,61,49
CIN,2016,7,61,31,35,22
CLE,2016,7,63,37,30,15
HOU,2016,7,67,42,31,16
DEN,2016,7,59,25,36,18
TEN,2016,7,68,40,35,17
IND,2016,7,63,41,34,20
PHI,2016,7,54,28,33,20
MIN,2016,7,73,47,38,24
PIT,2016,7,68,46,41,23
NE,2016,7,54,26,42,22
KC,2016,7,50,24,27,15
NO,2016,7,70,48,22,15
NYG,2016,7,55,37,24,16
LA,2016,7,76,56,45,29
LV,2016,7,69,37,40,24
JAX,2016,7,59,44,16,8
LAC,2016,7,74,49,24,14
ATL,2016,7,63,37,32,15
ARI,2016,7,90,53,58,34
SEA,2016,7,57,38,28,19
SF,2016,7,66,38,38,19
TB,2016,7,72,32,41,19
DET,2016,7,51,32,37,21
WAS,2016,7,70,41,49,28
ARI,2016,8,65,55,13,10
CAR,2016,8,64,28,12,6
DET,2016,8,56,42,20,14
HOU,2016,8,60,32,25,14
ATL,2016,8,56,37,35,19
GB,2016,8,61,41,43,31
TEN,2016,8,66,23,18,8
JAX,2016,8,68,56,8,5
KC,2016,8,70,44,39,29
IND,2016,8,61,41,23,15
MIN,2016,8,60,42,19,11
CHI,2016,8,61,32,25,15
BUF,2016,8,69,43,12,7
NE,2016,8,60,38,21,13
CLE,2016,8,71,53,46,33
NYJ,2016,8,70,36,24,13
TB,2016,8,62,35,39,20
LV,2016,8,85,61,32,21
DAL,2016,8,76,42,31,15
PHI,2016,8,71,47,50,33
DEN,2016,8,62,39,42,29
LAC,2016,8,78,52,40,28
NO,2016,8,73,38,39,22
SEA,2016,8,52,35,32,19
WAS,2016,8,87,57,44,30
CIN,2016,8,81,45,47,27
TB,2016,9,72,51,36,20
ATL,2016,9,69,37,44,26
SEA,2016,9,41,30,24,18
BUF,2016,9,82,43,35,17
LA,2016,9,67,50,43,28
CAR,2016,9,61,37,48,32
CLE,2016,9,44,31,18,13
DAL,2016,9,67,28,22,10
DEN,2016,9,51,39,12,9
LV,2016,9,73,33,36,19
MIN,2016,9,67,42,43,26
DET,2016,9,61,36,39,22
GB,2016,9,65,47,20,15
IND,2016,9,63,38,38,24
JAX,2016,9,75,43,32,18
KC,2016,9,54,35,32,21
NO,2016,9,80,40,20,11
SF,2016,9,57,40,10,7
NYJ,2016,9,53,32,39,23
MIA,2016,9,61,30,46,24
NYG,2016,9,59,37,24,16
PHI,2016,9,74,49,5,3
PIT,2016,9,64,47,23,14
BAL,2016,9,61,34,36,20
LAC,2016,9,70,34,32,21
TEN,2016,9,61,42,17,12
ATL,2016,10,48,35,32,21
PHI,2016,10,74,38,53,27
CHI,2016,10,54,34,26,14
TB,2016,10,68,37,28,16
NYG,2016,10,70,45,56,38
CIN,2016,10,55,32,39,22
BAL,2016,10,75,43,56,37
CLE,2016,10,48,35,34,23
DAL,2016,10,61,36,39,21
PIT,2016,10,70,51,51,35
NO,2016,10,51,30,24,15
DEN,2016,10,81,46,41,23
GB,2016,10,74,60,9,5
TEN,2016,10,59,29,7,3
JAX,2016,10,74,52,52,35
HOU,2016,10,61,28,41,23
CAR,2016,10,68,40,27,14
KC,2016,10,62,42,13,7
LA,2016,10,64,33,47,25
NYJ,2016,10,58,33,41,20
LAC,2016,10,71,47,47,28
MIA,2016,10,49,25,30,13
MIN,2016,10,64,43,25,16
WAS,2016,10,61,34,45,24
NE,2016,10,62,34,46,25
SEA,2016,10,67,41,49,32
ARI,2016,10,73,50,47,35
SF,2016,10,61,33,18,10
ARI,2016,11,70,42,34,14
MIN,2016,11,53,30,19,10
DAL,2016,11,67,37,49,31
BAL,2016,11,52,36,37,21
CIN,2016,11,70,43,51,27
BUF,2016,11,63,29,44,20
CHI,2016,11,59,34,43,20
NYG,2016,11,62,36,35,21
GB,2016,11,65,46,43,31
WAS,2016,11,62,32,45,26
HOU,2016,11,74,41,53,29
LV,2016,11,49,31,37,25
DET,2016,11,56,36,35,25
JAX,2016,11,61,35,53,29
LA,2016,11,59,32,41,21
MIA,2016,11,57,38,36,20
SF,2016,11,62,35,28,12
NE,2016,11,69,40,41,25
NO,2016,11,71,47,26,16
CAR,2016,11,62,35,33,20
SEA,2016,11,60,33,23,13
PHI,2016,11,74,48,28,14
CLE,2016,11,62,49,17,10
PIT,2016,11,65,37,41,25
KC,2016,11,51,31,32,17
TB,2016,11,74,40,59,35
TEN,2016,11,70,43,11,4
IND,2016,11,54,30,21,9
ARI,2016,12,62,48,35,23
