season,week,offense,defense,dropbacks,pressures,rushers,box
2023,1,TEN,NO,80,13,2.19,6.02
2023,1,MIN,TB,79,13,2.68,6.14
2023,1,TB,MIN,85,10,2.05,6.06
2023,1,BAL,HOU,79,14,1.92,6.73
2023,1,HOU,BAL,91,16,2.68,6.32
2023,1,IND,JAX,87,15,2.40,5.47
2023,1,JAX,IND,84,7,1.67,5.87
2023,1,CHI,GB,89,28,2.35,5.00
2023,1,GB,CHI,78,5,1.65,6.47
2023,1,DET,KC,86,6,1.77,6.16
2023,1,KC,DET,79,20,2.48,5.86
2023,1,CIN,CLE,76,15,2.14,6.25
2023,1,CLE,CIN,88,18,1.81,6.49
2023,1,PIT,SF,79,25,2.76,6.69
2023,1,SF,PIT,84,16,1.58,6.73
2023,1,ATL,CAR,67,8,1.54,6.44
2023,1,CAR,ATL,91,17,2.13,5.79
2023,1,LV,DEN,69,11,2.17,6.56
2023,1,DEN,LV,76,17,2.26,5.87
2023,1,MIA,LAC,83,7,2.47,5.90
2023,1,LAC,MIA,98,9,1.95,6.15
2023,1,PHI,NE,81,14,2.16,6.08
2023,1,NE,PHI,96,16,2.57,6.04
2023,1,SEA,LA,66,9,2.00,5.86
2023,1,LA,SEA,97,12,1.81,6.42
2023,1,NYG,DAL,84,40,2.49,6.54
2023,1,DAL,NYG,70,11,1.81,6.57
2023,1,BUF,NYJ,84,15,2.49,5.44
2023,1,NYJ,BUF,69,10,1.62,6.53
2023,10,CHI,CAR,88,6,1.77,6.18
2023,10,CAR,CHI,77,13,2.44,5.92
2023,10,NE,IND,81,13,1.72,6.26
2023,10,IND,NE,69,10,1.94,6.25
2023,10,CLE,BAL,96,18,2.06,6.91
2023,10,BAL,CLE,75,9,2.04,7.43
2023,10,JAX,SF,72,10,2.42,5.82
2023,10,SF,JAX,73,12,1.90,6.68
2023,10,CIN,HOU,81,20,2.65,5.79
2023,10,HOU,CIN,93,11,1.90,6.41
2023,10,MIN,NO,90,14,1.96,6.16
2023,10,NO,MIN,82,12,2.44,5.78
2023,10,PIT,GB,80,9,1.52,5.92
2023,10,GB,PIT,82,11,2.23,5.41
2023,10,ARI,ATL,81,10,2.19,6.33
2023,10,ATL,ARI,84,11,1.65,6.03
2023,10,TEN,TB,77,16,2.71,6.11
2023,10,TB,TEN,77,12,2.06,5.61
2023,10,LAC,DET,88,15,2.30,7.04
2023,10,DET,LAC,81,4,1.90,6.94
2023,10,DAL,NYG,92,10,2.25,6.49
2023,10,NYG,DAL,76,13,2.30,6.55
2023,10,BUF,DEN,66,9,1.80,6.09
2023,10,DEN,BUF,96,18,1.85,6.54
2023,10,WAS,SEA,79,12,2.48,6.67
2023,10,SEA,WAS,102,13,2.32,6.73
2023,10,LV,NYJ,79,8,1.77,7.13
2023,10,NYJ,LV,80,7,2.44,6.68
2023,11,DAL,CAR,84,9,2.36,6.09
2023,11,CAR,DAL,76,15,2.05,6.02
2023,11,BAL,CIN,82,12,1.78,6.35
2023,11,CIN,BAL,82,11,2.10,5.93
2023,11,CLE,PIT,90,6,2.17,7.23
2023,11,PIT,CLE,74,11,2.04,7.28
2023,11,CHI,DET,91,18,1.64,6.76
2023,11,DET,CHI,75,12,2.16,5.97
2023,11,TEN,JAX,58,9,1.67,6.21
2023,11,JAX,TEN,83,13,1.84,5.79
2023,11,GB,LAC,88,12,2.28,6.15
2023,11,LAC,GB,78,7,2.38,5.97
2023,11,ARI,HOU,70,12,2.41,6.07
2023,11,HOU,ARI,77,8,2.18,5.86
2023,11,NYJ,BUF,72,13,2.43,6.18
2023,11,BUF,NYJ,90,10,1.74,6.05
2023,11,SF,TB,73,12,1.97,7.00
2023,11,TB,SF,82,12,2.79,5.90
2023,11,NYG,WAS,72,11,2.38,6.02
2023,11,WAS,NYG,94,21,2.47,5.80
2023,11,LV,MIA,76,8,2.36,6.02
2023,11,MIA,LV,84,7,2.05,5.84
2023,11,LA,SEA,82,11,2.11,7.26
2023,11,SEA,LA,80,8,2.25,6.86
2023,11,KC,PHI,97,19,2.33,5.96
2023,11,PHI,KC,69,12,2.07,6.40
2023,11,MIN,DEN,88,14,2.08,6.54
2023,11,DEN,MIN,69,9,2.22,6.69
2023,12,GB,DET,73,11,1.90,6.25
2023,12,DET,GB,94,19,2.31,5.80
2023,12,WAS,DAL,92,19,2.42,6.15
2023,12,DAL,WAS,69,7,2.20,6.26
2023,12,SF,SEA,82,9,1.73,7.34
2023,12,SEA,SF,73,10,2.15,6.61
2023,12,NYJ,MIA,76,18,2.58,5.71
2023,12,MIA,NYJ,81,8,1.64,6.15
2023,12,NO,ATL,85,5,2.19,5.97
2023,12,ATL,NO,76,3,1.43,6.44
2023,12,PIT,CIN,82,6,2.10,6.18
2023,12,CIN,PIT,58,8,2.36,5.67
2023,12,HOU,JAX,76,22,2.59,6.02
2023,12,JAX,HOU,89,9,2.02,5.97
2023,12,TB,IND,76,8,2.20,5.75
2023,12,IND,TB,86,7,2.44,6.28
2023,12,NYG,NE,65,12,2.17,5.86
2023,12,NE,NYG,81,7,2.11,6.46
2023,12,TEN,CAR,69,8,1.70,6.73
2023,12,CAR,TEN,86,19,2.13,6.41
2023,12,LA,ARI,79,6,1.71,6.10
2023,12,ARI,LA,88,10,2.45,5.63
2023,12,CLE,DEN,87,14,2.55,7.07
2023,12,DEN,CLE,86,10,1.48,7.78
2023,12,LV,KC,71,8,2.30,6.92
2023,12,KC,LV,74,5,2.01,6.82
2023,12,BUF,PHI,116,10,2.18,5.74
2023,12,PHI,BUF,87,12,1.86,5.94
2023,12,LAC,BAL,78,13,2.78,5.91
2023,12,BAL,LAC,85,9,1.87,6.16
2023,12,CHI,MIN,81,22,2.56,5.91
2023,12,MIN,CHI,66,14,2.50,6.20
2023,13,DAL,SEA,103,13,2.26,6.47
2023,13,SEA,DAL,86,13,2.42,6.49
2023,13,NE,LAC,76,11,1.93,6.43
2023,13,LAC,NE,75,8,2.16,6.29
2023,13,DET,NO,77,4,1.51,7.21
2023,13,NO,DET,84,9,1.63,7.74
2023,13,ATL,NYJ,84,15,1.70,6.33
2023,13,NYJ,ATL,85,15,2.14,5.90
2023,13,TEN,IND,108,13,1.78,6.16
2023,13,IND,TEN,88,12,2.45,6.04
2023,13,PIT,ARI,75,8,1.72,6.18
2023,13,ARI,PIT,82,8,1.71,6.70
2023,13,WAS,MIA,70,17,1.80,5.81
2023,13,MIA,WAS,74,6,1.45,6.15
2023,13,HOU,DEN,86,11,1.97,6.44
2023,13,DEN,HOU,76,14,1.96,6.22
2023,13,TB,CAR,78,10,1.88,6.05
2023,13,CAR,TB,87,19,2.01,6.58
2023,13,CLE,LA,88,8,2.24,5.77
2023,13,LA,CLE,86,2,1.81,6.79
2023,13,PHI,SF,88,25,2.68,5.79
2023,13,SF,PHI,75,8,1.71,6.59
2023,13,CIN,JAX,89,6,2.09,6.97
2023,13,JAX,CIN,92,12,2.04,6.61
2023,13,GB,KC,78,11,2.29,7.42
2023,13,KC,GB,78,5,2.32,6.97
2023,14,NE,PIT,74,7,1.89,6.65
2023,14,PIT,NE,83,18,2.30,5.86
2023,14,TB,ATL,86,10,1.51,5.87
2023,14,ATL,TB,88,8,2.40,6.32
2023,14,CHI,DET,82,15,2.43,6.38
2023,14,DET,CHI,82,12,2.21,5.97
2023,14,IND,CIN,80,4,2.27,6.11
2023,14,CIN,IND,77,6,1.57,6.28
2023,14,HOU,NYJ,74,12,2.14,6.23
2023,14,NYJ,HOU,85,14,2.25,6.60
2023,14,CAR,NO,92,18,2.20,6.47
2023,14,NO,CAR,66,8,1.88,6.24
2023,14,CLE,JAX,98,8,2.11,6.39
2023,14,JAX,CLE,98,14,2.51,6.04
2023,14,BAL,LA,90,14,2.61,6.56
2023,14,LA,BAL,101,13,1.97,7.33
2023,14,SF,SEA,69,10,1.83,6.15
2023,14,SEA,SF,74,15,2.27,5.69
2023,14,LV,MIN,64,10,2.31,6.56
2023,14,MIN,LV,87,15,2.38,6.47
2023,14,KC,BUF,80,16,2.49,5.94
2023,14,BUF,KC,90,28,2.29,5.97
2023,14,DAL,PHI,95,12,2.15,6.52
2023,14,PHI,DAL,70,10,2.06,6.29
2023,14,LAC,DEN,80,16,2.73,6.60
2023,14,DEN,LAC,81,8,1.94,6.92
2023,14,GB,NYG,82,10,2.43,7.16
2023,14,NYG,GB,74,7,1.65,7.27
2023,14,TEN,MIA,91,19,1.96,6.04
2023,14,MIA,TEN,90,18,1.87,5.93
2023,15,LAC,LV,85,11,1.87,5.77
2023,15,LV,LAC,84,8,1.89,5.66
2023,15,PIT,IND,72,11,1.90,6.28
2023,15,IND,PIT,81,9,1.89,7.03
2023,15,CIN,MIN,85,18,2.54,6.28
2023,15,MIN,CIN,83,12,2.01,6.62
2023,15,DET,DEN,80,12,2.17,6.32
2023,15,DEN,DET,80,19,2.08,6.59
2023,15,ATL,CAR,63,2,1.41,6.51
2023,15,CAR,ATL,78,8,1.64,6.25
2023,15,CLE,CHI,89,10,2.48,6.23
2023,15,CHI,CLE,93,16,2.25,6.28
2023,15,TB,GB,75,12,2.00,6.63
2023,15,GB,TB,76,14,2.58,6.75
2023,15,MIA,NYJ,75,7,1.60,6.10
2023,15,NYJ,MIA,73,19,2.67,6.00
2023,15,NYG,NO,76,17,2.55,5.44
2023,15,NO,NYG,73,8,2.08,6.39
2023,15,HOU,TEN,94,11,1.85,5.83
2023,15,TEN,HOU,79,13,1.82,5.78
2023,15,NE,KC,69,12,2.14,6.11
2023,15,KC,NE,80,10,2.24,5.68
2023,15,ARI,SF,90,8,2.12,6.24
2023,15,SF,ARI,72,6,1.42,6.15
2023,15,WAS,LA,75,12,2.49,6.20
2023,15,LA,WAS,89,15,1.89,6.68
2023,15,BUF,DAL,79,12,1.18,6.58
2023,15,DAL,BUF,70,14,2.44,5.91
2023,15,JAX,BAL,77,7,2.68,6.37
2023,15,BAL,JAX,82,13,1.70,6.96
2023,15,PHI,SEA,85,9,1.75,6.24
2023,15,SEA,PHI,77,5,1.96,6.00
2023,16,NO,LA,71,10,2.68,5.51
2023,16,LA,NO,85,5,1.85,5.99
2023,16,CIN,PIT,76,18,2.57,5.70
2023,16,PIT,CIN,73,11,1.77,6.42
2023,16,IND,ATL,85,19,2.45,6.00
2023,16,ATL,IND,81,5,1.70,6.03
