season,player,team,situation,touches,scores,yards,teamPlays
2022,00-0032450,NO,earlyDown,3,0,6,140
2022,00-0035298,TB,thirdAndMedium,5,0,33,69
2022,00-0031273,TB,thirdAndLong,7,0,43,93
2022,00-0036040,NO,insideTen,3,1,12,37
2022,00-0033856,TB,aheadLate,4,0,5,6
2022,00-0037239,NO,chasingLate,8,0,126,32
2022,00-0033856,TB,thirdAndLong,8,0,63,93
2022,00-0031382,NO,thirdAndLong,3,0,19,69
2022,00-0035689,BUF,thirdAndShort,3,0,32,46
2022,00-0032392,TEN,earlyDown,5,0,55,120
2022,00-0032392,TEN,redZone,5,1,43,68
2022,00-0036182,TEN,redZone,4,0,13,68
2022,00-0032764,TEN,goalLine,11,7,14,18
2022,00-0036187,BUF,earlyAndLong,7,0,50,588
2022,00-0036251,BUF,thirdAndShort,4,0,7,46
2022,00-0037617,TEN,earlyAndLong,18,0,81,495
2022,00-0036590,BUF,earlyDown,3,0,9,140
2022,00-0037617,TEN,thirdAndLong,6,0,21,89
2022,00-0031787,BUF,earlyAndLong,3,0,49,588
2022,00-0031588,BUF,redZone,14,3,70,114
2022,00-0035689,BUF,insideTen,6,3,20,61
2022,00-0032392,TEN,earlyAndLong,23,0,162,495
2022,00-0036182,TEN,thirdAndLong,9,0,78,89
2022,00-0031588,BUF,earlyDown,24,1,250,140
2022,00-0030431,TEN,earlyDown,13,0,109,120
2022,00-0037248,BUF,redZone,14,1,53,114
2022,00-0038128,TEN,earlyAndLong,7,0,39,495
2022,00-0038128,TEN,thirdAndShort,3,0,-1,37
2022,00-0037261,BUF,earlyDown,7,0,29,140
2022,00-0037261,BUF,thirdAndLong,3,0,0,83
2022,00-0037617,TEN,earlyDown,5,0,12,120
2022,00-0038128,TEN,thirdAndMedium,5,0,21,65
2022,00-0037248,BUF,earlyDown,25,0,103,140
2022,00-0037248,BUF,aheadLate,4,0,19,11
2022,00-0033948,DET,earlyDown,46,1,259,134
2022,00-0033282,WAS,thirdAndLong,13,0,113,88
2022,00-0035567,DET,earlyAndLong,22,0,175,518
2022,00-0036963,DET,redZone,18,2,86,86
2022,00-0035659,WAS,thirdAndMedium,11,0,71,66
2022,00-0033943,DET,earlyAndLong,21,0,237,518
2022,00-0035567,DET,earlyDown,3,0,12,134
2022,00-0033943,DET,redZone,3,0,12,86
2022,00-0031260,WAS,earlyDown,8,0,55,147
2022,00-0037741,WAS,thirdAndMedium,8,0,18,66
2022,00-0032602,WAS,thirdAndShort,5,0,12,42
2022,00-0037741,WAS,earlyDown,5,0,63,147
2022,00-0035659,WAS,redZone,11,2,66,77
2022,00-0033282,WAS,redZone,9,2,51,77
2022,00-0035229,DET,thirdAndLong,25,0,243,88
2022,00-0037741,WAS,goalLine,3,1,3,34
2022,00-0035659,WAS,fourthDown,4,0,7,18
2022,00-0036628,WAS,earlyAndLong,7,0,43,549
2022,00-0036328,WAS,redZone,14,0,46,77
2022,00-0036328,WAS,goalLine,6,3,4,34
2022,00-0035229,DET,earlyDown,12,0,83,134
2022,00-0033948,DET,aheadLate,6,0,7,7
2022,00-0036963,DET,fourthDown,6,0,49,25
2022,00-0036628,WAS,chasingLate,6,0,32,56
2022,00-0038134,SEA,earlyDown,41,1,225,145
2022,00-0035640,SEA,redZone,19,2,54,105
2022,00-0033455,ATL,earlyAndLong,3,0,38,478
2022,00-0035644,SEA,earlyDown,13,0,112,145
2022,00-0036244,SEA,thirdAndShort,3,0,40,34
2022,00-0034159,SEA,redZone,4,2,44,105
2022,00-0037238,ATL,thirdAndLong,7,0,22,80
2022,00-0030565,SEA,earlyDown,8,0,25,145
2022,00-0035640,SEA,earlyDown,15,0,121,145
2022,00-0036970,ATL,thirdAndLong,9,0,43,80
2022,00-0036244,SEA,thirdAndMedium,3,0,8,45
2022,00-0036425,SEA,earlyAndLong,29,0,181,545
2022,00-0030068,SEA,earlyDown,4,0,10,145
2022,00-0036425,SEA,redZone,4,0,12,105
2022,00-0034159,SEA,earlyDown,5,0,49,145
2022,00-0032211,SEA,redZone,5,0,28,105
2022,00-0036425,SEA,thirdAndMedium,4,0,12,45
2022,00-0032211,SEA,chasingLate,6,0,43,35
2022,00-0036158,BAL,earlyAndLong,76,0,515,535
2022,00-0034753,BAL,redZone,13,3,65,102
2022,00-0034753,BAL,insideTen,4,1,2,61
2022,00-0036875,NE,redZone,18,0,49,57
2022,00-0036972,NE,earlyDown,5,0,12,115
2022,00-0036875,NE,insideTen,14,2,27,43
2022,00-0036158,BAL,earlyDown,19,0,90,129
2022,00-0035249,BAL,earlyAndLong,12,0,111,535
2022,00-0036158,BAL,redZone,7,0,19,102
2022,00-0034975,BAL,earlyDown,11,0,68,129
2022,00-0036158,BAL,insideTen,8,2,22,61
2022,00-0033090,NE,earlyDown,9,0,96,115
2022,00-0036331,BAL,insideTen,4,1,15,61
2022,00-0033858,NE,redZone,3,0,11,57
2022,00-0036875,NE,goalLine,9,2,2,25
2022,00-0032775,BAL,thirdAndLong,8,0,64,87
2022,00-0034796,BAL,insideTen,6,1,16,61
2022,00-0036875,NE,chasingLate,9,1,92,20
2022,00-0033307,NE,thirdAndLong,9,0,104,93
2022,00-0033307,NE,chasingLate,3,0,32,20
2022,00-0035250,BUF,insideTen,14,2,35,61
2022,00-0035250,BUF,goalLine,7,3,3,24
2022,00-0031687,MIA,thirdAndShort,3,0,3,31
2022,00-0035689,BUF,earlyDown,6,0,63,140
2022,00-0035250,BUF,thirdAndLong,5,0,46,83
2022,00-0034857,BUF,fourthDown,4,0,11,9
2022,00-0033466,BUF,thirdAndMedium,6,0,55,47
2022,00-0033466,BUF,thirdAndLong,6,0,15,83
2022,00-0036196,BUF,redZone,12,2,52,114
2022,00-0035689,BUF,thirdAndLong,7,0,28,83
2022,00-0031687,MIA,insideTen,9,1,29,35
2022,00-0034857,BUF,thirdAndMedium,9,0,56,47
2022,00-0034857,BUF,goalLine,6,3,8,24
2022,00-0033466,BUF,goalLine,3,0,0,24
2022,00-0036212,MIA,earlyAndLong,7,0,39,567
2022,00-0031687,MIA,thirdAndLong,4,0,8,107
2022,00-0031588,BUF,chasingLate,6,0,37,28
2022,00-0036196,BUF,chasingLate,4,0,56,28
2022,00-0033009,CIN,thirdAndLong,13,1,159,96
2022,00-0037740,NYJ,earlyDown,13,0,101,109
2022,00-0038120,NYJ,thirdAndLong,7,0,47,113
2022,00-0038120,NYJ,thirdAndMedium,4,0,30,52
2022,00-0034419,NYJ,thirdAndLong,5,0,31,113
2022,00-0036900,CIN,thirdAndLong,13,0,102,96
2022,00-0032134,NYJ,earlyAndLong,16,1,193,534
2022,00-0036980,NYJ,fourthDown,3,0,20,19
2022,00-0034830,CIN,earlyDown,7,0,38,178
2022,00-0036857,CIN,thirdAndMedium,3,0,30,63
2022,00-0034270,NYJ,earlyDown,6,0,63,109
2022,00-0036442,CIN,thirdAndShort,6,0,10,39
2022,00-0033526,CIN,aheadLate,4,0,9,9
2022,00-0038041,DAL,earlyAndLong,17,0,184,622
2022,00-0038115,NYG,earlyAndLong,19,0,138,609
2022,00-0038115,NYG,earlyDown,5,0,47,161
2022,00-0033591,DAL,redZone,8,1,62,84
2022,00-0033045,DAL,insideTen,17,3,44,57
2022,00-0035261,DAL,insideTen,12,2,31,57
2022,00-0035359,NYG,thirdAndMedium,3,0,11,81
2022,00-0033308,NYG,thirdAndShort,4,0,18,31
2022,00-0035261,DAL,redZone,16,3,112,84
2022,00-0035261,DAL,thirdAndShort,11,1,84,55
2022,00-0034844,NYG,thirdAndLong,11,0,40,98
2022,00-0033045,DAL,thirdAndShort,19,0,87,55
2022,00-0037569,DAL,earlyAndLong,6,0,64,622
2022,00-0033045,DAL,goalLine,14,8,13,34
2022,00-0035345,NYG,earlyAndLong,5,0,50,609
2022,00-0036358,DAL,goalLine,3,2,4,34
2022,00-0033932,NYG,thirdAndLong,3,0,0,98
2022,00-0033591,DAL,thirdAndShort,3,0,27,55
2022,00-0034777,DET,earlyDown,5,0,117,134
2022,00-0033948,DET,fourthDown,5,0,9,25
2022,00-0032464,DET,thirdAndMedium,6,0,34,50
2022,00-0033943,DET,fourthDown,3,0,33,25
2022,00-0035229,DET,insideTen,7,2,13,62
2022,00-0032918,MIN,earlyAndLong,7,0,51,564
2022,00-0033893,MIN,redZone,27,1,97,90
2022,00-0030035,MIN,goalLine,7,3,6,40
2022,00-0035229,DET,fourthDown,5,0,33,25
2022,00-0030035,MIN,fourthDown,4,1,29,19
2022,00-0033106,DET,earlyAndLong,8,0,46,518
2022,00-0035567,DET,thirdAndLong,3,0,6,88
2022,00-0033106,DET,thirdAndLong,4,0,20,88
2022,00-0033246,MIN,earlyDown,6,0,62,140
2022,00-0033948,DET,thirdAndLong,4,0,22,88
2022,00-0036345,MIN,chasingLate,7,1,79,44
2022,00-0036963,DET,chasingLate,4,0,32,31
2022,00-0033943,DET,chasingLate,4,0,52,31
2022,00-0027981,TB,earlyAndLong,3,0,20,608
2022,00-0037816,GB,earlyDown,5,0,63,140
2022,00-0033757,GB,thirdAndLong,8,0,40,74
2022,00-0031273,TB,earlyDown,4,0,10,150
2022,00-0034521,GB,thirdAndShort,5,0,45,44
2022,00-0033757,GB,earlyDown,3,0,21,140
2022,00-0029000,TB,thirdAndLong,3,0,10,93
2022,00-0033757,GB,thirdAndMedium,6,0,65,50
2022,00-0034411,TB,earlyDown,5,0,16,150
2022,00-0033293,GB,thirdAndShort,10,0,57,44
2022,00-0029000,TB,earlyAndLong,6,0,32,608
2022,00-0034521,GB,earlyAndLong,39,1,322,514
2022,00-0034521,GB,thirdAndMedium,9,0,58,50
2022,00-0034411,TB,chasingLate,7,0,71,49
2022,00-0033856,TB,chasingLate,8,0,76,49
2022,00-0035298,TB,chasingLate,4,0,18,49
2022,00-0034411,TB,redZone,11,0,51,80
2022,00-0035298,TB,insideTen,3,0,5,63
2022,00-0033856,TB,goalLine,9,4,8,35
2022,00-0034411,TB,goalLine,5,3,7,35
2022,00-0034411,TB,insideTen,7,2,20,63
2022,00-0034364,HOU,thirdAndMedium,5,0,69,54
2022,00-0032398,HOU,thirdAndLong,8,0,69,100
2022,00-0034364,HOU,insideTen,3,1,7,45
2022,00-0037087,CHI,earlyAndLong,18,0,35,480
2022,00-0036906,CHI,thirdAndLong,4,0,40,86
2022,00-0036554,HOU,earlyDown,3,0,5,122
2022,00-0037258,HOU,goalLine,7,4,3,20
2022,00-0036945,CHI,thirdAndMedium,13,1,211,67
2022,00-0036290,CHI,thirdAndMedium,5,0,55,67
2022,00-0034364,HOU,earlyAndLong,14,0,140,486
2022,00-0032208,HOU,thirdAndLong,6,1,44,100
2022,00-0030288,HOU,redZone,4,0,15,77
2022,00-0030288,HOU,insideTen,7,1,17,45
2022,00-0036309,CHI,thirdAndMedium,8,0,44,67
2022,00-0029293,JAX,fourthDown,4,0,50,25
2022,00-0034775,JAX,earlyDown,15,0,85,137
2022,00-0029293,JAX,insideTen,5,3,32,62
2022,00-0033891,JAX,insideTen,6,1,11,62
2022,00-0033881,JAX,redZone,6,1,27,96
2022,00-0035806,JAX,earlyAndLong,45,1,178,584
2022,00-0034775,JAX,thirdAndShort,6,0,8,40
2022,00-0031763,LAC,thirdAndLong,6,0,48,98
2022,00-0033881,JAX,insideTen,5,1,9,62
2022,00-0036988,LAC,thirdAndLong,16,0,153,98
2022,00-0033536,LAC,fourthDown,4,0,12,19
2022,00-0036973,JAX,thirdAndMedium,9,0,45,68
2022,00-0036973,JAX,insideTen,16,3,44,62
2022,00-0029293,JAX,redZone,6,1,40,96
2022,00-0036355,LAC,thirdAndMedium,3,0,26,62
2022,00-0036988,LAC,chasingLate,3,0,6,23
2022,00-0036370,LAC,insideTen,6,1,12,69
2022,00-0031763,LAC,redZone,6,0,17,110
2022,00-0034272,KC,thirdAndLong,17,0,257,79
2022,00-0036252,IND,thirdAndMedium,18,0,94,71
2022,00-0030506,KC,thirdAndLong,9,0,101,79
2022,00-0037664,IND,earlyAndLong,35,0,312,551
2022,00-0033857,KC,earlyDown,17,0,137,176
2022,00-0036360,KC,redZone,7,1,32,116
2022,00-0033873,KC,redZone,9,1,88,116
2022,00-0037755,IND,earlyAndLong,19,0,165,551
2022,00-0034272,KC,earlyDown,14,0,125,176
2022,00-0036876,IND,thirdAndMedium,3,0,11,71
2022,00-0035639,IND,thirdAndMedium,7,0,57,71
2022,00-0026143,IND,fourthDown,3,0,4,18
2022,00-0034367,IND,chasingLate,3,0,11,59
2022,00-0037664,IND,chasingLate,10,0,60,59
2022,00-0037755,IND,redZone,3,1,18,82
2022,00-0034272,KC,chasingLate,3,0,42,9
2022,00-0031428,LA,insideTen,8,2,17,49
2022,00-0030061,ARI,thirdAndLong,5,0,30,95
2022,00-0035500,ARI,earlyDown,6,0,34,132
2022,00-0035876,ARI,earlyDown,3,0,20,132
2022,00-0036862,LA,thirdAndShort,4,0,64,32
2022,00-0036414,LA,goalLine,7,4,6,20
2022,00-0035500,ARI,chasingLate,3,0,30,50
2022,00-0035500,ARI,redZone,5,0,9,79
2022,00-0032392,TEN,thirdAndLong,10,0,74,89
2022,00-0035700,LV,redZone,23,2,109,68
2022,00-0031381,LV,earlyDown,12,1,120,139
2022,00-0033555,LV,fourthDown,4,0,71,20
2022,00-0033555,LV,redZone,5,0,22,68
2022,00-0030431,TEN,thirdAndLong,11,0,62,89
2022,00-0034253,TEN,thirdAndLong,11,0,71,89
2022,00-0033681,LV,earlyAndLong,5,0,28,529
2022,00-0032764,TEN,aheadLate,4,0,35,6
2022,00-0035700,LV,chasingLate,8,0,88,47
2022,00-0033681,LV,thirdAndLong,3,0,20,85
2022,00-0033555,LV,chasingLate,7,0,59,47
2022,00-0031280,LV,redZone,4,0,13,68
2022,00-0036555,CAR,earlyDown,14,0,83,114
2022,00-0034827,CAR,thirdAndLong,15,0,160,84
2022,00-0032394,NO,earlyAndLong,7,0,34,501
2022,00-0036040,NO,thirdAndLong,7,0,34,69
2022,00-0033280,CAR,thirdAndShort,10,0,29,30
2022,00-0037005,CAR,thirdAndLong,5,1,36,84
2022,00-0033906,NO,redZone,27,1,80,81
2022,00-0031382,NO,redZone,4,0,8,81
2022,00-0037239,NO,thirdAndShort,3,0,25,39
2022,00-0034765,NO,earlyAndLong,12,0,103,501
2022,00-0033280,CAR,thirdAndMedium,24,2,170,57
2022,00-0034765,NO,earlyDown,4,0,41,140
2022,00-0032688,CAR,thirdAndMedium,4,0,0,57
2022,00-0036422,NO,earlyAndLong,11,1,127,501
2022,00-0027966,NO,insideTen,5,1,13,37
2022,00-0036268,CAR,earlyAndLong,22,2,230,482
2022,00-0036555,CAR,redZone,12,1,52,74
2022,00-0036268,CAR,thirdAndLong,6,0,30,84
2022,00-0034765,NO,chasingLate,3,0,68,32
2022,00-0033280,CAR,aheadLate,5,0,17,15
2022,00-0036271,PHI,thirdAndMedium,10,0,45,74
2022,00-0035243,PHI,redZone,26,3,103,110
2022,00-0036912,PHI,redZone,12,2,60,110
2022,00-0032975,WAS,thirdAndShort,3,0,16,42
2022,00-0033251,PHI,earlyAndLong,8,1,78,649
2022,00-0036741,PHI,earlyAndLong,14,0,128,649
2022,00-0036919,PHI,redZone,13,0,50,110
2022,00-0037086,PHI,earlyAndLong,5,0,83,649
2022,00-0036919,PHI,thirdAndMedium,9,0,60,74
2022,00-0031260,WAS,thirdAndMedium,3,0,20,66
2022,00-0033282,WAS,insideTen,8,1,19,55
2022,00-0032602,WAS,thirdAndMedium,4,0,7,66
2022,00-0035659,WAS,earlyDown,7,0,78,147
2022,00-0032602,WAS,chasingLate,6,0,31,56
2022,00-0035243,PHI,aheadLate,7,0,9,18
2022,00-0035243,PHI,thirdAndMedium,6,0,19,74
2022,00-0031544,CLE,redZone,11,3,49,92
2022,00-0035216,PIT,earlyDown,13,0,59,138
2022,00-0031544,CLE,earlyDown,11,0,35,123
2022,00-0033885,CLE,thirdAndMedium,4,0,46,53
2022,00-0033869,PIT,goalLine,3,2,2,32
2022,00-0031544,CLE,fourthDown,4,0,21,31
2022,00-0033923,CLE,fourthDown,3,0,7,31
2022,00-0034791,CLE,goalLine,11,6,12,24
2022,00-0035216,PIT,chasingLate,5,0,62,36
2022,00-0036894,PIT,chasingLate,11,0,129,36
2022,00-0037247,PIT,chasingLate,4,0,32,36
2022,00-0033288,SF,thirdAndLong,14,0,112,99
2022,00-0036407,DEN,thirdAndLong,12,0,157,113
2022,00-0033288,SF,redZone,8,1,54,96
2022,00-0036407,DEN,thirdAndMedium,7,0,51,60
2022,00-0036261,SF,thirdAndMedium,3,0,0,61
2022,00-0029263,DEN,thirdAndLong,6,0,48,113
2022,00-0033288,SF,earlyAndLong,53,2,500,611
2022,00-0036259,SF,thirdAndLong,13,0,91,99
2022,00-0037525,SF,earlyAndLong,23,0,112,611
2022,00-0031345,SF,earlyAndLong,3,0,9,611
2022,00-0034208,DEN,thirdAndLong,6,0,30,113
2022,00-0029892,SF,earlyAndLong,11,0,113,611
2022,00-0035864,DEN,thirdAndLong,4,0,83,113
2022,00-0035719,SF,chasingLate,3,0,21,19
2022,00-0034407,SF,chasingLate,3,0,46,19
2022,00-0034115,SF,chasingLate,3,0,19,19
2022,00-0037744,ARI,earlyAndLong,23,0,152,571
2022,00-0036936,ARI,thirdAndMedium,4,0,40,69
2022,00-0035228,ARI,redZone,7,0,18,79
2022,00-0036936,ARI,earlyAndLong,34,0,185,571
2022,00-0036936,ARI,redZone,5,0,4,79
2022,00-0037005,CAR,earlyAndLong,9,0,55,482
2022,00-0037005,CAR,earlyDown,6,0,42,114
2022,00-0035228,ARI,thirdAndShort,3,0,2,35
2022,00-0037744,ARI,earlyDown,10,0,86,132
2022,00-0036936,ARI,thirdAndLong,8,0,68,95
2022,00-0035228,ARI,insideTen,3,2,11,46
2022,00-0034827,CAR,fourthDown,6,0,31,16
2022,00-0033553,ARI,aheadLate,3,0,13,5
2022,00-0036158,BAL,goalLine,3,2,0,26
2022,00-0033466,BUF,redZone,8,1,26,114
2022,00-0034975,BAL,redZone,4,0,21,102
2022,00-0034975,BAL,thirdAndShort,4,0,6,45
2022,00-0036331,BAL,thirdAndLong,5,0,22,87
2022,00-0035250,BUF,thirdAndShort,9,0,24,46
2022,00-0035689,BUF,redZone,7,2,37,114
2022,00-0036196,BUF,earlyDown,12,0,104,140
2022,00-0037261,BUF,earlyAndLong,14,0,165,588
2022,00-0034857,BUF,redZone,12,1,69,114
2022,00-0034860,CHI,redZone,3,0,2,72
2022,00-0035710,NYG,insideTen,7,2,35,49
2022,00-0036309,CHI,earlyDown,5,0,13,114
2022,00-0034860,CHI,earlyAndLong,14,1,154,480
2022,00-0036290,CHI,thirdAndLong,9,0,114,86
2022,00-0036290,CHI,redZone,5,3,40,72
2022,00-0034860,CHI,thirdAndMedium,4,0,0,67
2022,00-0035535,NYG,earlyAndLong,55,1,506,609
2022,00-0036569,NYG,thirdAndMedium,4,0,12,81
2022,00-0034844,NYG,aheadLate,6,0,26,7
2022,00-0037087,CHI,chasingLate,3,0,1,49
2022,00-0031868,ATL,earlyAndLong,13,1,120,478
2022,00-0037263,ATL,thirdAndLong,7,0,55,80
2022,00-0032268,ATL,insideTen,3,1,13,53
2022,00-0035572,ATL,earlyAndLong,4,0,46,478
2022,00-0036232,CLE,thirdAndMedium,5,0,31,53
2022,00-0037257,CLE,earlyAndLong,16,0,104,536
2022,00-0036829,ATL,earlyDown,9,0,43,145
2022,00-0036829,ATL,redZone,12,0,62,89
2022,00-0036829,ATL,insideTen,8,1,29,53
2022,00-0037263,ATL,thirdAndMedium,5,0,21,45
2022,00-0033885,CLE,chasingLate,3,0,8,51
2022,00-0037257,CLE,chasingLate,4,0,45,51
2022,00-0031610,LV,redZone,4,0,19,68
2022,00-0031280,LV,earlyDown,3,0,16,139
2022,00-0038040,LV,earlyDown,5,0,10,139
2022,00-0036407,DEN,redZone,5,2,38,38
2022,00-0034208,DEN,earlyAndLong,21,0,137,574
2022,00-0029263,DEN,chasingLate,3,0,26,38
2022,00-0033251,PHI,earlyDown,4,0,7,165
2022,00-0033572,JAX,thirdAndMedium,4,0,40,68
2022,00-0034011,JAX,earlyAndLong,11,0,127,584
2022,00-0033572,JAX,insideTen,4,2,17,62
2022,00-0036497,JAX,earlyAndLong,3,0,27,584
2022,00-0036971,JAX,thirdAndShort,7,0,15,40
2022,00-0033572,JAX,thirdAndLong,6,0,19,89
2022,00-0036971,JAX,earlyDown,7,0,33,137
2022,00-0034351,PHI,insideTen,4,2,10,75
2022,00-0031484,JAX,earlyAndLong,4,0,28,584
2022,00-0036919,PHI,aheadLate,3,0,7,18
2022,00-0033856,TB,thirdAndMedium,5,0,9,69
2022,00-0033857,KC,thirdAndShort,4,0,36,41
2022,00-0036360,KC,thirdAndShort,3,0,36,41
2022,00-0034272,KC,insideTen,5,2,10,88
2022,00-0031408,TB,redZone,7,1,34,80
2022,00-0031376,KC,thirdAndShort,7,1,91,41
2022,00-0033921,TB,earlyDown,20,0,203,150
2022,00-0031408,TB,thirdAndShort,5,0,21,57
2022,00-0031408,TB,goalLine,5,1,3,35
2022,00-0033921,TB,thirdAndLong,17,0,92,93
2022,00-0035547,KC,insideTen,3,1,10,88
2022,00-0037256,TB,goalLine,4,2,5,35
2022,00-0033857,KC,thirdAndMedium,8,1,91,53
2022,00-0036360,KC,aheadLate,4,0,12,18
2022,00-0038129,TB,chasingLate,8,0,63,49
2022,00-0031408,TB,chasingLate,6,0,40,49
2022,00-0037256,TB,chasingLate,5,0,16,49
2022,00-0033895,LAC,thirdAndMedium,4,0,37,62
2022,00-0036959,LAC,earlyAndLong,13,0,52,600
2022,00-0034845,LAC,thirdAndShort,5,0,16,56
2022,00-0034364,HOU,earlyDown,5,1,80,122
2022,00-0036370,LAC,thirdAndLong,6,0,18,98
2022,00-0031236,HOU,redZone,6,2,48,77
2022,00-0033536,LAC,thirdAndShort,3,0,44,56
2022,00-0032398,HOU,chasingLate,5,0,68,49
2022,00-0032208,HOU,chasingLate,5,0,18,49
2022,00-0037258,HOU,chasingLate,4,0,22,49
2022,00-0034646,LA,redZone,7,0,49,62
2022,00-0036862,LA,redZone,3,1,17,62
2022,00-0031345,SF,thirdAndShort,7,0,17,38
2022,00-0034407,SF,thirdAndMedium,3,0,3,61
2022,00-0036414,LA,fourthDown,4,0,23,16
2022,00-0029892,SF,redZone,3,0,21,96
2022,00-0033288,SF,goalLine,4,2,5,42
2022,00-0035664,LA,chasingLate,3,0,9,49
2022,00-0033908,LA,chasingLate,3,0,32,49
2022,00-0033040,MIA,redZone,7,1,33,75
2022,00-0034681,MIA,redZone,6,0,27,75
2022,00-0033897,CIN,thirdAndShort,8,0,25,39
2022,00-0036194,CIN,earlyAndLong,4,0,5,609
2022,00-0033009,CIN,earlyDown,13,0,129,178
2022,00-0034487,MIA,thirdAndLong,14,0,60,107
2022,00-0034829,MIA,thirdAndMedium,3,0,10,42
2022,00-0031687,MIA,goalLine,3,2,3,25
2022,00-0033040,MIA,goalLine,6,3,9,25
2022,00-0034829,MIA,chasingLate,4,0,30,35
2022,00-0031687,MIA,chasingLate,4,0,17,35
2022,00-0033040,MIA,fourthDown,4,0,40,21
2022,00-0036345,MIN,earlyDown,10,0,67,140
2022,00-0036422,NO,thirdAndLong,5,0,25,69
2022,00-0036219,NO,earlyDown,7,0,49,140
2022,00-0030513,NO,earlyAndLong,130,0,604,501
2022,00-0030513,NO,earlyDown,30,0,120,140
2022,00-0036219,NO,earlyAndLong,10,0,53,501
2022,00-0027966,NO,thirdAndLong,3,0,17,69
2022,00-0030513,NO,goalLine,6,5,10,17
2022,00-0037291,MIN,fourthDown,3,0,50,19
2022,00-0036422,NO,redZone,3,0,19,81
2022,00-0033357,NO,goalLine,4,3,5,17
2022,00-0036322,MIN,goalLine,4,1,5,40
2022,00-0030513,NO,chasingLate,4,0,17,32
2022,00-0036345,MIN,thirdAndLong,12,0,117,102
2022,00-0031549,NE,earlyDown,8,1,65,115
2022,00-0036875,NE,thirdAndShort,8,0,16,33
2022,00-0036875,NE,thirdAndMedium,14,0,42,54
2022,00-0033293,GB,fourthDown,4,0,19,22
2022,00-0033293,GB,thirdAndMedium,3,0,1,50
2022,00-0036332,GB,earlyAndLong,9,0,45,514
2022,00-0033090,NE,thirdAndMedium,6,0,53,54
2022,00-0034521,GB,earlyDown,8,0,66,140
2022,00-0037013,NYJ,earlyAndLong,6,0,43,534
2022,00-0037228,PIT,thirdAndMedium,4,0,17,67
2022,00-0037013,NYJ,goalLine,3,1,2,21
2022,00-0038102,PIT,fourthDown,3,0,7,11
2022,00-0038102,PIT,goalLine,4,3,4,32
2022,00-0038102,PIT,thirdAndMedium,5,0,32,67
2022,00-0037247,PIT,thirdAndMedium,10,0,190,67
2022,00-0036894,PIT,redZone,7,0,43,80
2022,00-0037013,NYJ,thirdAndLong,3,0,37,113
2022,00-0033871,NYJ,insideTen,3,1,10,41
2022,00-0038102,PIT,earlyAndLong,20,0,104,549
2022,00-0038120,NYJ,goalLine,3,1,-4,21
2022,00-0034750,SEA,thirdAndMedium,3,1,54,45
2022,00-0030565,SEA,thirdAndLong,5,0,68,92
2022,00-0032464,DET,earlyDown,7,0,51,134
2022,00-0034440,DET,earlyDown,7,0,57,134
2022,00-0035229,DET,thirdAndMedium,8,0,68,50
2022,00-0035544,DET,thirdAndLong,4,0,57,88
2022,00-0036620,SEA,earlyDown,3,0,17,145
2022,00-0035544,DET,earlyAndLong,6,0,44,518
2022,00-0035229,DET,goalLine,4,1,5,48
2022,00-0034440,DET,earlyAndLong,38,0,136,518
2022,00-0038134,SEA,insideTen,11,2,17,47
2022,00-0032211,SEA,insideTen,5,2,16,47
2022,00-0032464,DET,thirdAndLong,14,0,135,88
2022,00-0032211,SEA,thirdAndShort,3,0,11,34
2022,00-0035567,DET,chasingLate,3,0,27,31
2022,00-0035229,DET,chasingLate,8,0,32,31
2022,00-0034440,DET,goalLine,3,1,3,48
2022,00-0029701,TEN,thirdAndMedium,4,0,17,65
2022,00-0030431,TEN,insideTen,5,2,20,30
2022,00-0032392,TEN,thirdAndMedium,10,0,55,65
2022,00-0030431,TEN,redZone,9,0,41,68
2022,00-0037809,TEN,insideTen,3,2,18,30
2022,00-0030431,TEN,thirdAndShort,4,0,10,37
2022,00-0037664,IND,thirdAndMedium,6,0,43,71
2022,00-0036876,IND,redZone,3,0,3,82
2022,00-0035639,IND,earlyDown,11,0,64,119
2022,00-0034764,DAL,earlyDown,15,0,99,147
2022,00-0033045,DAL,thirdAndMedium,8,0,83,70
2022,00-0032975,WAS,earlyAndLong,21,0,139,549
2022,00-0036628,WAS,thirdAndLong,3,0,5,88
2022,00-0034764,DAL,thirdAndLong,12,0,43,100
2022,00-0034764,DAL,insideTen,4,1,16,57
2022,00-0032975,WAS,redZone,5,0,12,77
2022,00-0036328,WAS,thirdAndMedium,7,0,24,66
2022,00-0036626,WAS,earlyAndLong,7,1,105,549
2022,00-0033045,DAL,redZone,14,1,58,84
2022,00-0034383,DAL,redZone,10,2,37,84
2022,00-0031260,WAS,chasingLate,6,0,21,56
2022,00-0036626,WAS,chasingLate,3,0,6,56
2022,00-0033045,DAL,aheadLate,9,0,6,14
2022,00-0033921,TB,thirdAndShort,9,0,50,57
2022,00-0033921,TB,thirdAndMedium,13,0,75,69
2022,00-0038129,TB,redZone,9,0,26,80
2022,00-0033921,TB,insideTen,11,3,35,63
2022,00-0038129,TB,thirdAndLong,4,0,25,93
2022,00-0038129,TB,insideTen,6,0,5,63
2022,00-0035208,ATL,earlyDown,9,0,46,145
2022,00-0031408,TB,thirdAndLong,10,0,44,93
2022,00-0033893,MIN,goalLine,9,2,-3,40
2022,00-0036322,MIN,thirdAndShort,12,0,72,38
2022,00-0034279,CHI,earlyDown,3,0,29,114
