season,player,team,situation,touches,scores,yards,teamPlays
2025,00-0036358,DAL,fourthDown,3,0,17,23
2025,00-0035676,PHI,earlyAndLong,60,2,458,531
2025,00-0035700,GB,earlyAndLong,158,1,730,500
2025,00-0037816,GB,earlyAndLong,40,0,481,500
2025,00-0038996,GB,earlyAndLong,15,0,167,500
2025,00-0038393,GB,thirdAndLong,7,0,40,82
2025,00-0037306,GB,earlyAndLong,9,0,52,500
2025,00-0040667,GB,thirdAndMedium,3,0,48,50
2025,00-0040009,GB,redZone,4,0,11,100
2025,00-0037816,GB,redZone,9,1,36,100
2025,00-0038996,GB,redZone,9,3,87,100
2025,00-0039139,DET,earlyAndLong,178,2,920,503
2025,00-0039139,DET,thirdAndLong,16,0,100,88
2025,00-0039146,GB,earlyAndLong,17,0,101,500
2025,00-0038685,GB,redZone,5,0,6,100
2025,00-0039139,DET,earlyDown,47,2,438,120
2025,00-0035685,DET,earlyAndLong,99,2,635,503
2025,00-0036963,DET,earlyAndLong,71,0,716,503
2025,00-0035685,DET,earlyDown,27,0,111,120
2025,00-0035685,DET,thirdAndShort,7,0,29,35
2025,00-0037240,DET,earlyAndLong,54,2,623,503
2025,00-0036963,DET,thirdAndMedium,14,0,135,50
2025,00-0039139,DET,redZone,41,5,210,95
2025,00-0039065,DET,redZone,3,0,8,95
2025,00-0039146,GB,redZone,5,2,50,100
2025,00-0039065,DET,earlyAndLong,17,0,208,503
2025,00-0037240,DET,thirdAndMedium,10,2,117,50
2025,00-0037240,DET,fourthDown,5,0,16,20
2025,00-0035685,DET,redZone,12,0,46,95
2025,00-0036963,DET,redZone,15,3,81,95
2025,00-0040667,GB,earlyAndLong,30,1,201,500
2025,00-0039144,GB,earlyDown,3,0,24,128
2025,00-0035700,GB,thirdAndShort,19,0,88,49
2025,00-0039065,DET,earlyDown,7,0,74,120
2025,00-0039065,DET,thirdAndMedium,5,0,34,50
2025,00-0036963,DET,insideTen,17,6,55,70
2025,00-0039139,DET,insideTen,21,6,64,70
2025,00-0035700,GB,earlyDown,39,0,180,128
2025,00-0032464,DET,earlyDown,6,0,93,120
2025,00-0038393,GB,earlyAndLong,19,0,149,500
2025,00-0038996,GB,earlyDown,6,0,63,128
2025,00-0038685,GB,earlyDown,6,0,16,128
2025,00-0035685,DET,thirdAndLong,7,0,17,88
2025,00-0035700,GB,redZone,30,3,115,100
2025,00-0036264,GB,redZone,3,0,21,100
2025,00-0035700,GB,insideTen,17,2,57,51
2025,00-0036264,GB,insideTen,3,0,4,51
2025,00-0035700,GB,goalLine,17,8,21,31
2025,00-0032464,DET,earlyAndLong,16,0,138,503
2025,00-0039065,DET,thirdAndLong,6,0,51,88
2025,00-0036963,DET,chasingLate,11,0,111,35
2025,00-0039065,DET,chasingLate,3,0,27,35
2025,00-0039139,DET,chasingLate,8,0,34,35
2025,00-0037240,DET,redZone,5,1,16,95
2025,00-0040669,DET,redZone,8,5,85,95
2025,00-0038797,GB,aheadLate,3,0,9,9
2025,00-0034791,HOU,earlyAndLong,98,1,393,613
2025,00-0036554,HOU,earlyAndLong,62,3,658,613
2025,00-0033854,HOU,thirdAndLong,7,0,29,108
2025,00-0039075,LA,earlyAndLong,108,6,1209,607
2025,00-0037840,LA,earlyDown,59,0,294,180
2025,00-0031381,LA,thirdAndShort,6,0,13,45
2025,00-0037840,LA,earlyAndLong,174,0,935,607
2025,00-0039075,LA,thirdAndLong,21,0,125,74
2025,00-0039359,HOU,earlyAndLong,12,0,47,613
2025,00-0039163,HOU,thirdAndMedium,4,0,54,69
2025,00-0037258,HOU,earlyAndLong,11,0,21,613
2025,00-0034383,HOU,earlyAndLong,56,0,425,613
2025,00-0040130,HOU,earlyAndLong,39,0,264,613
2025,00-0034791,HOU,earlyDown,24,0,112,155
2025,00-0034383,HOU,thirdAndLong,18,0,218,108
2025,00-0040583,HOU,earlyAndLong,157,0,569,613
2025,00-0031381,LA,earlyAndLong,52,2,512,607
2025,00-0036244,LA,earlyAndLong,32,2,337,607
2025,00-0040138,HOU,thirdAndLong,4,0,24,108
2025,00-0033854,HOU,thirdAndMedium,3,0,4,69
2025,00-0039163,HOU,redZone,3,0,6,98
2025,00-0036554,HOU,redZone,9,0,34,98
2025,00-0039075,LA,earlyDown,23,0,281,180
2025,00-0037840,LA,goalLine,13,7,14,44
2025,00-0039163,HOU,earlyAndLong,14,0,71,613
2025,00-0038618,HOU,earlyDown,11,0,80,155
2025,00-0040138,HOU,earlyAndLong,17,1,202,613
2025,00-0038359,LA,earlyAndLong,11,0,153,607
2025,00-0039074,LA,redZone,3,1,25,108
2025,00-0039359,HOU,earlyDown,3,0,18,155
2025,00-0037840,LA,thirdAndLong,9,0,45,74
2025,00-0040130,HOU,thirdAndLong,8,0,68,108
2025,00-0036849,LA,earlyAndLong,8,1,154,607
2025,00-0039738,LA,earlyAndLong,118,1,644,607
2025,00-0031381,LA,earlyDown,16,0,182,180
2025,00-0031381,LA,thirdAndMedium,13,0,48,63
2025,00-0038618,HOU,earlyAndLong,44,0,299,613
2025,00-0039074,LA,earlyDown,10,0,46,180
2025,00-0037840,LA,redZone,36,2,139,108
2025,00-0036244,LA,redZone,14,3,104,108
2025,00-0034791,HOU,chasingLate,6,1,55,25
2025,00-0034383,HOU,chasingLate,3,0,7,25
2025,00-0037197,KC,earlyAndLong,83,0,335,496
2025,00-0039894,KC,earlyDown,7,0,68,126
2025,00-0039894,KC,thirdAndMedium,5,0,42,50
2025,00-0036355,LAC,earlyAndLong,28,0,204,546
2025,00-0038544,LAC,earlyDown,9,1,114,146
2025,00-0039915,LAC,earlyAndLong,55,2,504,546
2025,00-0040666,LAC,redZone,12,0,59,96
2025,00-0038544,LAC,insideTen,6,3,28,53
2025,00-0033873,KC,earlyAndLong,24,0,184,496
2025,00-0030506,KC,earlyAndLong,59,1,490,496
2025,00-0033857,KC,earlyAndLong,21,0,226,496
2025,00-0038104,KC,earlyAndLong,16,0,157,496
2025,00-0035662,KC,thirdAndLong,9,0,44,82
2025,00-0030279,LAC,earlyAndLong,46,0,284,546
2025,00-0040666,LAC,thirdAndShort,10,0,56,49
2025,00-0035662,KC,earlyAndLong,31,0,274,496
2025,00-0033923,KC,earlyAndLong,72,0,352,496
2025,00-0038104,KC,thirdAndLong,6,0,152,82
2025,00-0034270,LAC,earlyAndLong,3,0,53,546
2025,00-0040666,LAC,earlyAndLong,82,1,400,546
2025,00-0036893,LAC,earlyAndLong,11,0,70,546
2025,00-0040184,LAC,earlyAndLong,6,0,6,546
2025,00-0030279,LAC,thirdAndLong,21,0,122,93
2025,00-0037197,KC,earlyDown,31,0,124,126
2025,00-0038104,KC,thirdAndMedium,4,0,45,50
2025,00-0033923,KC,fourthDown,10,0,30,21
2025,00-0035662,KC,earlyDown,11,0,79,126
2025,00-0035662,KC,thirdAndShort,5,0,19,42
2025,00-0037197,KC,redZone,15,0,51,88
2025,00-0035662,KC,insideTen,7,3,33,68
2025,00-0030279,LAC,earlyDown,16,0,80,146
2025,00-0039915,LAC,thirdAndLong,11,0,51,93
2025,00-0030279,LAC,thirdAndMedium,23,0,199,70
2025,00-0040666,LAC,thirdAndLong,7,0,48,93
2025,00-0036637,KC,thirdAndLong,7,0,35,82
2025,00-0038544,LAC,thirdAndLong,8,0,146,93
2025,00-0033873,KC,thirdAndLong,6,0,69,82
2025,00-0033923,KC,thirdAndShort,19,0,75,42
2025,00-0033873,KC,redZone,10,3,78,88
2025,00-0038573,LAC,earlyAndLong,4,0,12,546
2025,00-0040666,LAC,earlyDown,28,0,85,146
2025,00-0038544,LAC,redZone,8,1,47,96
2025,00-0030279,LAC,redZone,9,2,54,96
2025,00-0033857,KC,thirdAndMedium,6,0,29,50
2025,00-0033873,KC,thirdAndMedium,5,0,22,50
2025,00-0038544,LAC,earlyAndLong,49,3,345,546
2025,00-0040727,LAC,earlyDown,3,0,19,146
2025,00-0033923,KC,thirdAndLong,9,0,35,82
2025,00-0030506,KC,insideTen,5,1,15,68
2025,00-0034159,LAC,earlyAndLong,10,0,65,546
2025,00-0036355,LAC,thirdAndLong,8,0,135,93
2025,00-0039338,LV,earlyAndLong,38,0,373,452
2025,00-0040122,LV,earlyAndLong,202,1,818,452
2025,00-0040581,LV,earlyDown,5,0,9,105
2025,00-0038563,LV,earlyDown,14,0,70,105
2025,00-0038563,LV,thirdAndLong,8,1,174,89
2025,00-0039851,NE,earlyAndLong,41,0,354,619
2025,00-0036875,NE,earlyAndLong,122,1,666,619
2025,00-0038621,NE,thirdAndLong,11,0,185,111
2025,00-0034960,LV,thirdAndShort,5,0,49,43
2025,00-0034960,LV,earlyAndLong,58,0,491,452
2025,00-0038040,LV,earlyAndLong,8,0,31,452
2025,00-0040729,LV,thirdAndLong,7,0,39,89
2025,00-0039851,NE,earlyDown,16,0,56,181
2025,00-0036875,NE,earlyDown,41,0,239,181
2025,00-0033090,NE,earlyAndLong,42,3,462,619
2025,00-0038621,NE,earlyAndLong,32,1,201,619
2025,00-0038608,NE,thirdAndLong,9,0,135,111
2025,00-0040734,NE,earlyAndLong,152,4,889,619
2025,00-0036875,NE,insideTen,12,4,35,71
2025,00-0040122,LV,earlyDown,50,1,235,105
2025,00-0031588,NE,earlyAndLong,58,0,619,619
2025,00-0038608,NE,earlyAndLong,32,4,404,619
2025,00-0040734,NE,thirdAndShort,3,0,40,36
2025,00-0033090,NE,earlyDown,11,0,63,181
2025,00-0040734,NE,redZone,17,0,29,84
2025,00-0038621,NE,redZone,4,1,34,84
2025,00-0040734,NE,thirdAndLong,7,0,36,111
2025,00-0039338,LV,thirdAndMedium,10,0,37,53
2025,00-0036875,NE,thirdAndShort,12,0,51,36
2025,00-0031588,NE,thirdAndLong,19,0,173,111
2025,00-0034960,LV,thirdAndLong,14,0,90,89
2025,00-0039338,LV,earlyDown,6,0,23,105
2025,00-0030565,LV,earlyAndLong,12,0,47,452
2025,00-0038608,NE,earlyDown,10,0,96,181
2025,00-0031588,NE,earlyDown,9,0,57,181
2025,00-0040122,LV,redZone,25,1,75,67
2025,00-0039066,LV,insideTen,3,1,13,36
2025,00-0040122,LV,goalLine,8,2,0,14
2025,00-0040581,LV,thirdAndLong,4,0,36,89
2025,00-0040734,NE,earlyDown,44,0,126,181
2025,00-0039066,LV,earlyAndLong,19,0,119,452
2025,00-0039066,LV,thirdAndLong,10,0,87,89
2025,00-0031588,NE,thirdAndMedium,13,0,97,63
2025,00-0036328,NE,earlyAndLong,18,0,79,619
2025,00-0036328,NE,earlyDown,4,0,26,181
2025,00-0039851,NE,thirdAndLong,8,0,77,111
2025,00-0040122,LV,thirdAndShort,12,0,10,43
2025,00-0038563,LV,earlyAndLong,59,0,334,452
2025,00-0034960,LV,thirdAndMedium,9,0,64,53
2025,00-0039066,LV,fourthDown,4,0,38,27
2025,00-0033555,NE,earlyAndLong,37,1,367,619
2025,00-0040122,LV,thirdAndLong,11,0,37,89
2025,00-0038608,NE,chasingLate,5,0,27,28
2025,00-0033090,NE,chasingLate,4,0,37,28
2025,00-0038621,NE,chasingLate,3,0,9,28
2025,00-0040128,IND,earlyAndLong,58,0,529,482
2025,00-0036252,IND,earlyAndLong,57,2,500,482
2025,00-0036223,IND,redZone,34,3,159,93
2025,00-0037664,IND,insideTen,4,1,8,64
2025,00-0035710,IND,insideTen,4,0,8,64
2025,00-0039040,MIA,earlyAndLong,193,3,1160,462
2025,00-0033040,MIA,earlyDown,4,0,17,107
2025,00-0036613,MIA,earlyAndLong,56,3,606,462
2025,00-0033040,MIA,thirdAndLong,7,0,97,89
2025,00-0035710,IND,earlyAndLong,10,0,82,482
2025,00-0036223,IND,earlyDown,67,2,405,116
2025,00-0036223,IND,thirdAndMedium,6,0,24,50
2025,00-0036223,IND,earlyAndLong,188,2,1021,482
2025,00-0038997,IND,earlyDown,6,0,45,116
2025,00-0035710,IND,redZone,6,0,15,93
2025,00-0039890,IND,earlyAndLong,28,1,208,482
2025,00-0033217,IND,earlyAndLong,11,0,69,482
2025,00-0036223,IND,insideTen,24,4,65,64
2025,00-0036223,IND,goalLine,18,9,15,37
2025,00-0035710,IND,goalLine,6,5,7,37
2025,00-0035125,MIA,earlyAndLong,9,0,39,462
2025,00-0033040,MIA,earlyAndLong,11,0,112,462
2025,00-0039880,MIA,earlyAndLong,30,0,149,462
2025,00-0040128,IND,earlyDown,12,0,104,116
2025,00-0039890,IND,thirdAndMedium,11,0,107,50
2025,00-0037664,IND,earlyAndLong,46,1,593,482
2025,00-0036252,IND,thirdAndLong,13,0,96,75
2025,00-0040128,IND,thirdAndLong,6,0,40,75
2025,00-0039040,MIA,earlyDown,48,2,295,107
2025,00-0040198,MIA,thirdAndShort,9,0,11,21
2025,00-0039880,MIA,thirdAndMedium,10,0,53,48
2025,00-0040128,IND,redZone,10,2,50,93
2025,00-0040128,IND,insideTen,11,2,15,64
2025,00-0039880,MIA,earlyDown,9,0,79,107
2025,00-0039040,MIA,thirdAndMedium,6,0,52,48
2025,00-0040179,IND,earlyDown,5,0,27,116
2025,00-0038997,IND,thirdAndShort,4,0,10,30
2025,00-0040179,IND,earlyAndLong,14,0,49,482
2025,00-0040179,IND,redZone,4,0,11,93
2025,00-0035021,IND,redZone,3,0,14,93
2025,00-0036613,MIA,earlyDown,10,0,85,107
2025,00-0036212,MIA,earlyAndLong,5,0,12,462
2025,00-0040198,MIA,insideTen,7,1,12,51
2025,00-0039040,MIA,redZone,27,2,97,75
2025,00-0040128,IND,thirdAndMedium,9,0,57,50
2025,00-0036620,MIA,chasingLate,3,0,48,44
2025,00-0036182,MIA,chasingLate,5,0,7,44
2025,00-0039880,MIA,chasingLate,5,0,36,44
2025,00-0039880,MIA,thirdAndLong,11,0,45,89
2025,00-0040198,MIA,chasingLate,3,0,2,44
2025,00-0033293,MIN,earlyAndLong,99,1,481,455
2025,00-0035249,MIN,earlyDown,7,0,51,115
2025,00-0036275,CHI,earlyAndLong,154,1,743,593
2025,00-0036275,CHI,earlyDown,49,0,269,146
2025,00-0040236,CHI,earlyDown,30,0,122,146
2025,00-0034827,CHI,earlyAndLong,59,2,495,593
2025,00-0039919,CHI,thirdAndMedium,8,0,62,73
2025,00-0035208,CHI,redZone,9,1,33,104
2025,00-0036275,CHI,insideTen,18,2,49,60
2025,00-0039918,CHI,insideTen,5,1,12,60
2025,00-0036322,MIN,earlyAndLong,69,0,554,455
2025,00-0033293,MIN,earlyDown,26,0,107,115
2025,00-0039918,CHI,earlyAndLong,27,0,221,593
2025,00-0040126,CHI,earlyAndLong,45,1,409,593
2025,00-0039919,CHI,thirdAndShort,5,0,24,40
2025,00-0037525,MIN,earlyAndLong,95,0,520,455
2025,00-0037525,MIN,earlyDown,31,0,132,115
2025,00-0039923,MIN,earlyAndLong,12,0,80,455
2025,00-0037525,MIN,redZone,21,1,94,84
2025,00-0036322,MIN,redZone,8,1,33,84
2025,00-0036275,CHI,thirdAndLong,11,0,91,100
2025,00-0034827,CHI,fourthDown,3,0,18,31
2025,00-0035229,MIN,earlyAndLong,32,0,248,455
2025,00-0036322,MIN,thirdAndMedium,10,0,61,43
2025,00-0039919,CHI,earlyAndLong,50,0,356,593
2025,00-0035208,CHI,earlyAndLong,35,0,166,593
2025,00-0039918,CHI,thirdAndLong,6,0,46,100
2025,00-0037291,MIN,earlyAndLong,19,0,156,455
2025,00-0037525,MIN,thirdAndLong,3,0,8,80
2025,00-0035208,CHI,thirdAndMedium,9,0,52,73
2025,00-0036290,CHI,earlyAndLong,26,1,207,593
2025,00-0035208,CHI,thirdAndLong,11,0,65,100
2025,00-0036322,MIN,thirdAndLong,21,0,201,80
2025,00-0040735,CHI,earlyAndLong,41,2,464,593
2025,00-0040126,CHI,thirdAndLong,11,0,142,100
2025,00-0030035,MIN,thirdAndShort,3,0,0,32
2025,00-0034827,CHI,earlyDown,12,0,92,146
2025,00-0039918,CHI,earlyDown,7,0,74,146
2025,00-0037291,MIN,redZone,6,1,43,84
2025,00-0039919,CHI,thirdAndLong,15,3,189,100
2025,00-0036322,MIN,earlyDown,15,0,134,115
2025,00-0036290,CHI,thirdAndLong,4,0,41,100
2025,00-0033293,MIN,thirdAndShort,6,0,18,32
2025,00-0036290,CHI,chasingLate,3,0,34,54
2025,00-0034827,CHI,chasingLate,6,1,87,54
2025,00-0036275,CHI,chasingLate,15,0,79,54
2025,00-0039918,CHI,redZone,11,1,60,104
2025,00-0039919,CHI,goalLine,4,2,3,44
2025,00-0039919,CHI,chasingLate,3,0,56,54
2025,00-0033699,WAS,earlyAndLong,12,0,53,482
2025,00-0039910,WAS,earlyDown,10,0,29,120
2025,00-0039910,WAS,thirdAndShort,4,0,12,26
2025,00-0035719,WAS,earlyDown,17,0,62,120
2025,00-0030061,WAS,thirdAndLong,10,0,37,80
2025,00-0039384,NYG,earlyAndLong,129,0,533,510
2025,00-0039337,NYG,earlyAndLong,22,1,183,510
2025,00-0038117,NYG,thirdAndLong,26,0,154,91
2025,00-0035719,WAS,earlyAndLong,56,0,410,482
2025,00-0039910,WAS,earlyAndLong,28,0,185,482
2025,00-0030061,WAS,insideTen,3,3,18,50
2025,00-0038117,NYG,thirdAndMedium,14,0,94,58
2025,00-0038117,NYG,earlyDown,11,0,100,135
2025,00-0040715,NYG,earlyAndLong,67,0,365,510
2025,00-0040715,NYG,earlyDown,26,0,98,135
2025,00-0039847,NYG,insideTen,3,0,0,52
2025,00-0040715,NYG,goalLine,8,3,3,40
2025,00-0040242,WAS,earlyAndLong,110,1,514,482
2025,00-0035659,WAS,thirdAndLong,8,0,96,80
2025,00-0035250,NYG,earlyAndLong,66,0,243,510
2025,00-0038117,NYG,thirdAndShort,3,1,54,31
2025,00-0035659,WAS,earlyAndLong,22,1,260,482
2025,00-0039910,WAS,thirdAndMedium,3,0,20,47
2025,00-0040242,WAS,redZone,12,2,84,66
2025,00-0040242,WAS,insideTen,14,3,37,50
2025,00-0039847,NYG,earlyAndLong,26,0,210,510
2025,00-0039384,NYG,earlyDown,41,1,220,135
2025,00-0040164,WAS,earlyAndLong,17,0,137,482
2025,00-0035719,WAS,thirdAndLong,12,0,134,80
2025,00-0033699,WAS,earlyDown,3,0,15,120
2025,00-0039910,WAS,redZone,4,0,24,66
2025,00-0033591,WAS,earlyAndLong,4,0,37,482
2025,00-0040242,WAS,earlyDown,34,0,156,120
2025,00-0030061,WAS,earlyAndLong,32,0,218,482
2025,00-0039847,NYG,thirdAndLong,17,1,170,91
2025,00-0035659,WAS,thirdAndMedium,8,0,20,47
2025,00-0029263,NYG,earlyAndLong,5,0,45,510
2025,00-0035535,NYG,earlyAndLong,34,1,399,510
2025,00-0039384,NYG,thirdAndLong,9,0,60,91
2025,00-0039384,NYG,thirdAndMedium,6,0,51,58
2025,00-0033955,WAS,earlyAndLong,30,0,116,482
2025,00-0035719,WAS,thirdAndMedium,5,0,27,47
2025,00-0035719,WAS,redZone,7,2,45,66
2025,00-0029263,NYG,redZone,4,0,13,93
2025,00-0038115,NYG,redZone,5,0,40,93
2025,00-0038117,NYG,goalLine,3,0,0,40
2025,00-0040242,WAS,aheadLate,5,0,70,13
2025,00-0033955,WAS,aheadLate,4,0,14,13
2025,00-0038120,NYJ,earlyAndLong,173,3,1116,477
2025,00-0039794,NYJ,earlyDown,4,0,34,123
2025,00-0036945,NYJ,thirdAndShort,8,0,14,34
2025,00-0037740,NYJ,earlyAndLong,31,1,244,477
2025,00-0038120,NYJ,earlyDown,62,0,162,123
2025,00-0039794,NYJ,redZone,3,0,-1,71
2025,00-0039798,NYJ,redZone,9,0,40,71
2025,00-0036919,PIT,earlyAndLong,101,1,567,490
2025,00-0036894,PIT,thirdAndLong,8,0,85,97
2025,00-0037228,PIT,earlyAndLong,147,1,846,490
2025,00-0035640,PIT,earlyAndLong,58,2,535,490
2025,00-0035640,PIT,thirdAndLong,10,1,113,97
2025,00-0033858,PIT,earlyAndLong,33,0,113,490
2025,00-0036919,PIT,earlyDown,21,0,99,116
2025,00-0036945,NYJ,earlyAndLong,28,0,159,477
2025,00-0038120,NYJ,thirdAndShort,12,0,65,34
2025,00-0033858,PIT,thirdAndLong,8,0,62,97
2025,00-0037805,NYJ,thirdAndMedium,3,0,19,72
2025,00-0039794,NYJ,insideTen,5,1,18,42
2025,00-0036427,NYJ,thirdAndLong,4,0,79,89
2025,00-0037837,PIT,earlyAndLong,25,0,125,490
2025,00-0037228,PIT,goalLine,10,4,4,31
2025,00-0039798,NYJ,thirdAndLong,13,0,112,89
2025,00-0037228,PIT,earlyDown,51,1,274,116
2025,00-0036919,PIT,thirdAndMedium,10,0,34,55
2025,00-0037740,NYJ,thirdAndLong,11,0,31,89
2025,00-0036894,PIT,earlyAndLong,19,0,149,490
2025,00-0036919,PIT,thirdAndLong,19,0,106,97
2025,00-0039794,NYJ,earlyAndLong,7,0,35,477
2025,00-0036945,NYJ,goalLine,4,2,7,16
2025,00-0040142,PIT,earlyAndLong,20,0,56,490
2025,00-0035640,PIT,earlyDown,9,0,80,116
2025,00-0037228,PIT,redZone,19,0,57,79
2025,00-0037228,PIT,insideTen,17,1,49,60
2025,00-0037837,PIT,redZone,3,2,46,79
2025,00-0033943,NYJ,earlyAndLong,9,0,63,477
2025,00-0040736,NYJ,earlyAndLong,35,0,221,477
2025,00-0038120,NYJ,redZone,20,0,41,71
2025,00-0036945,NYJ,redZone,7,0,14,71
2025,00-0038120,NYJ,insideTen,11,1,14,42
2025,00-0036945,NYJ,insideTen,3,1,18,42
2025,00-0036945,NYJ,thirdAndMedium,5,0,24,72
2025,00-0036894,PIT,chasingLate,9,1,147,50
2025,00-0035640,PIT,chasingLate,4,0,19,50
2025,00-0037837,PIT,chasingLate,6,0,40,50
2025,00-0033858,PIT,chasingLate,3,0,8,50
2025,00-0037837,PIT,thirdAndLong,13,1,59,97
2025,00-0033943,NYJ,chasingLate,3,0,0,53
2025,00-0038120,NYJ,thirdAndMedium,6,0,14,72
2025,00-0038543,SEA,earlyAndLong,108,3,1217,610
2025,00-0038134,SEA,earlyAndLong,201,1,1131,610
2025,00-0039793,SEA,thirdAndMedium,6,0,39,53
2025,00-0033280,SF,earlyAndLong,243,1,1234,576
2025,00-0037834,SF,earlyDown,3,0,17,147
2025,00-0033288,SF,thirdAndMedium,5,0,25,69
2025,00-0033280,SF,earlyDown,73,0,340,147
2025,00-0039916,SF,thirdAndLong,8,0,120,76
2025,00-0039916,SF,earlyAndLong,28,0,245,576
2025,00-0037746,SF,earlyAndLong,57,0,241,576
2025,00-0033288,SF,earlyDown,10,0,66,147
2025,00-0033280,SF,redZone,55,1,150,110
2025,00-0037834,SF,redZone,4,0,22,110
2025,00-0033288,SF,insideTen,4,2,15,64
2025,00-0039165,SEA,earlyAndLong,91,0,413,610
2025,00-0039165,SEA,earlyDown,34,0,199,132
2025,00-0038134,SEA,redZone,37,2,154,116
2025,00-0039793,SEA,redZone,10,3,110,116
2025,00-0039165,SEA,redZone,23,1,76,116
2025,00-0039165,SEA,insideTen,19,4,51,59
2025,00-0039165,SEA,goalLine,14,6,8,31
2025,00-0039793,SEA,earlyAndLong,37,1,273,610
2025,00-0038543,SEA,thirdAndLong,19,0,130,98
2025,00-0033280,SF,thirdAndLong,18,0,147,76
2025,00-0038134,SEA,earlyDown,49,0,225,132
2025,00-0038134,SEA,thirdAndLong,14,0,109,98
2025,00-0037746,SF,earlyDown,21,0,82,147
2025,00-0036259,SF,thirdAndLong,16,1,187,76
2025,00-0029892,SF,earlyAndLong,21,0,238,576
2025,00-0033280,SF,insideTen,35,9,101,64
2025,00-0036259,SF,insideTen,8,3,17,64
2025,00-0038543,SEA,earlyDown,22,0,261,132
2025,00-0033908,SEA,earlyAndLong,46,0,458,610
2025,00-0039165,SEA,thirdAndShort,11,1,41,42
2025,00-0034869,SEA,earlyAndLong,13,0,83,610
2025,00-0036259,SF,earlyDown,3,0,50,147
2025,00-0033280,SF,thirdAndShort,12,0,93,37
2025,00-0036259,SF,earlyAndLong,41,0,257,576
2025,00-0040739,SEA,earlyAndLong,12,1,117,610
2025,00-0033908,SEA,thirdAndMedium,7,0,108,53
2025,00-0036259,SF,redZone,11,3,65,110
2025,00-0038543,SEA,thirdAndMedium,15,1,220,53
2025,00-0034869,SEA,earlyDown,3,0,23,132
2025,00-0033908,SEA,thirdAndLong,14,0,72,98
2025,00-0033280,SF,chasingLate,8,0,98,30
2025,00-0037112,SF,insideTen,3,2,10,64
2025,00-0038543,SEA,chasingLate,5,0,76,15
2025,00-0038134,SEA,insideTen,10,2,31,59
2025,00-0038542,ATL,earlyAndLong,235,1,1489,522
2025,00-0037263,ATL,earlyAndLong,76,0,334,522
2025,00-0038542,ATL,earlyDown,67,2,441,135
2025,00-0039361,TB,earlyAndLong,118,1,526,509
2025,00-0032385,TB,thirdAndLong,13,0,74,95
2025,00-0034407,ATL,thirdAndLong,3,0,21,84
2025,00-0037263,ATL,earlyDown,22,1,124,135
2025,00-0037238,ATL,thirdAndMedium,8,0,18,52
2025,00-0034855,TB,thirdAndLong,13,0,133,95
2025,00-0040129,TB,earlyAndLong,63,2,514,509
2025,00-0032385,TB,thirdAndShort,3,0,15,41
2025,00-0031408,TB,earlyDown,4,0,19,137
2025,00-0039361,TB,thirdAndShort,13,0,26,41
2025,00-0039361,TB,earlyDown,42,1,181,137
2025,00-0038951,TB,earlyDown,12,0,38,137
2025,00-0034855,TB,thirdAndShort,4,0,22,41
2025,00-0037256,TB,earlyAndLong,97,0,444,509
2025,00-0031408,TB,thirdAndMedium,7,0,57,60
2025,00-0037238,ATL,earlyAndLong,54,0,551,522
2025,00-0037238,ATL,thirdAndShort,5,0,19,36
2025,00-0031408,TB,earlyAndLong,30,0,235,509
2025,00-0040129,TB,thirdAndShort,4,1,33,41
2025,00-0036970,ATL,earlyAndLong,51,0,476,522
2025,00-0039394,ATL,thirdAndLong,4,0,24,84
2025,00-0037263,ATL,fourthDown,5,0,14,23
2025,00-0037238,ATL,earlyDown,12,0,178,135
2025,00-0037238,ATL,thirdAndLong,11,0,50,84
2025,00-0038129,TB,earlyDown,11,0,60,137
2025,00-0039394,ATL,earlyAndLong,5,0,44,522
2025,00-0032385,TB,earlyAndLong,24,0,199,509
2025,00-0040237,TB,earlyAndLong,28,2,206,509
2025,00-0037256,TB,thirdAndLong,9,0,64,95
2025,00-0032385,TB,earlyDown,4,0,55,137
2025,00-0034855,TB,thirdAndMedium,9,0,93,60
2025,00-0039361,TB,insideTen,7,1,15,35
2025,00-0038542,ATL,thirdAndLong,12,0,65,84
2025,00-0038542,ATL,redZone,27,2,115,71
2025,00-0037263,ATL,insideTen,13,2,22,49
2025,00-0038129,TB,earlyAndLong,35,0,247,509
2025,00-0036970,ATL,thirdAndMedium,13,0,119,52
2025,00-0034407,ATL,earlyAndLong,4,0,5,522
2025,00-0038542,ATL,insideTen,16,5,50,49
2025,00-0037263,ATL,goalLine,6,4,5,22
2025,00-0038542,ATL,goalLine,6,1,-2,22
2025,00-0037238,ATL,insideTen,6,3,22,49
2025,00-0031408,TB,chasingLate,6,0,30,50
2025,00-0039361,TB,chasingLate,8,0,61,50
2025,00-0038129,TB,chasingLate,8,0,69,50
2025,00-0040129,TB,chasingLate,8,1,129,50
2025,00-0036970,ATL,chasingLate,4,0,31,38
2025,00-0038542,ATL,chasingLate,5,0,30,38
2025,00-0035261,TEN,earlyAndLong,184,1,853,481
2025,00-0035261,TEN,thirdAndLong,8,0,49,104
2025,00-0032211,TEN,earlyAndLong,14,0,90,481
2025,00-0040584,TEN,earlyAndLong,26,1,209,481
2025,00-0039868,DEN,earlyDown,10,0,39,155
2025,00-0036158,DEN,earlyAndLong,101,0,574,589
2025,00-0034348,DEN,earlyDown,14,0,91,155
2025,00-0036422,DEN,earlyAndLong,18,0,143,589
